Gene Set	p-value
REACTOME_CIRCADIAN_CLOCK	1.0
GNF2_TM4SF2	1.0
MODULE_165	1.0
KEGG_ENDOMETRIAL_CANCER	1.0
REACTOME_TRANSCRIPTION	1.0
MODULE_67	1.0
GNF2_CDC2	1.0
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	1.0
REACTOME_CA_DEPENDENT_EVENTS	1.0
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	1.0
PID_HEDGEHOG_2PATHWAY	1.0
MODULE_107	1.0
MORF_ACP1	1.0
BIOCARTA_EGF_PATHWAY	1.0
BIOCARTA_MPR_PATHWAY	1.0
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	1.0
PID_AURORA_A_PATHWAY	1.0
REACTOME_BIOLOGICAL_OXIDATIONS	1.0
MORF_RAD23A	1.0
MODULE_349	1.0
MODULE_205	1.0
KEGG_SPLICEOSOME	1.0
ST_P38_MAPK_PATHWAY	1.0
PID_NOTCH_PATHWAY	1.0
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	1.0
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1.0
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	1.0
REACTOME_IMMUNE_SYSTEM	1.0
BIOCARTA_DEATH_PATHWAY	1.0
PID_TCRJNKPATHWAY	1.0
KEGG_BASAL_TRANSCRIPTION_FACTORS	1.0
BIOCARTA_PTDINS_PATHWAY	1.0
MODULE_6	1.0
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	1.0
REACTOME_TCR_SIGNALING	1.0
MORF_BUB1B	1.0
MODULE_117	1.0
MODULE_263	1.0
MODULE_438	1.0
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	1.0
MODULE_191	1.0
MODULE_315	1.0
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	1.0
MORF_MBD4	1.0
MODULE_245	1.0
REACTOME_CELL_CYCLE_MITOTIC	1.0
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	1.0
MODULE_57	1.0
KEGG_PROPANOATE_METABOLISM	1.0
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1.0
KEGG_RENAL_CELL_CARCINOMA	1.0
MODULE_46	1.0
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	1.0
MORF_RAB6A	1.0
MODULE_174	1.0
PID_ERBB_NETWORK_PATHWAY	1.0
KEGG_MELANOMA	1.0
KEGG_VIRAL_MYOCARDITIS	1.0
MODULE_328	1.0
MODULE_247	1.0
MODULE_143	1.0
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	1.0
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	1.0
GNF2_MCM5	1.0
GNF2_RAP1B	1.0
GCM_CBFB	1.0
REACTOME_KINESINS	1.0
BIOCARTA_FAS_PATHWAY	1.0
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	1.0
MORF_UBE2I	1.0
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	1.0
MORF_RUNX1	1.0
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	1.0
BIOCARTA_41BB_PATHWAY	1.0
GNF2_RAB3A	1.0
REACTOME_INFLAMMASOMES	1.0
BIOCARTA_PROTEASOME_PATHWAY	1.0
ST_INTEGRIN_SIGNALING_PATHWAY	1.0
REACTOME_CS_DS_DEGRADATION	1.0
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	1.0
REACTOME_GABA_B_RECEPTOR_ACTIVATION	1.0
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	1.0
MODULE_68	1.0
REACTOME_INTRINSIC_PATHWAY	1.0
BIOCARTA_IL2_PATHWAY	1.0
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	1.0
GCM_DFFA	1.0
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	1.0
REACTOME_GAP_JUNCTION_ASSEMBLY	1.0
GCM_DPF2	1.0
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	1.0
GNF2_AF1Q	1.0
GCM_MYCL1	1.0
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	1.0
PID_GMCSF_PATHWAY	1.0
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	1.0
PID_IGF1_PATHWAY	1.0
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	1.0
MORF_TFDP2	1.0
PID_TRKRPATHWAY	1.0
REACTOME_PERK_REGULATED_GENE_EXPRESSION	1.0
BIOCARTA_EXTRINSIC_PATHWAY	1.0
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	1.0
BIOCARTA_IL6_PATHWAY	1.0
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	1.0
KEGG_VIBRIO_CHOLERAE_INFECTION	1.0
MODULE_321	1.0
MODULE_537	1.0
BIOCARTA_EIF_PATHWAY	1.0
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	1.0
MODULE_242	1.0
MORF_PPP5C	1.0
MORF_MAP2K2	1.0
MODULE_207	1.0
GNF2_PTX3	1.0
GCM_SMO	1.0
MODULE_254	1.0
GCM_ERCC4	1.0
MORF_CUL1	1.0
PID_RHOA_PATHWAY	1.0
MODULE_544	1.0
MODULE_432	1.0
BIOCARTA_ALK_PATHWAY	1.0
MODULE_154	1.0
MODULE_56	1.0
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	1.0
BIOCARTA_DREAM_PATHWAY	1.0
GNF2_SPTB	1.0
BIOCARTA_TGFB_PATHWAY	1.0
MODULE_259	1.0
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	1.0
MORF_ACTG1	1.0
KEGG_CITRATE_CYCLE_TCA_CYCLE	1.0
MODULE_109	1.0
REACTOME_G1_PHASE	1.0
BIOCARTA_SPPA_PATHWAY	1.0
MODULE_28	1.0
GNF2_LYN	1.0
MORF_CASP2	1.0
MODULE_307	1.0
MORF_CDC10	1.0
REACTOME_ACTIVATED_TLR4_SIGNALLING	1.0
MODULE_286	1.0
MORF_DDX11	1.0
REACTOME_MEIOSIS	1.0
MODULE_184	1.0
REACTOME_GPCR_DOWNSTREAM_SIGNALING	1.0
REACTOME_LIPOPROTEIN_METABOLISM	1.0
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	1.0
MODULE_198	1.0
PID_FRA_PATHWAY	1.0
MODULE_288	1.0
REACTOME_PHASE_II_CONJUGATION	1.0
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	1.0
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	1.0
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	1.0
REACTOME_MICRORNA_MIRNA_BIOGENESIS	1.0
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	1.0
REACTOME_SIGNALING_BY_ERBB2	1.0
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	1.0
REACTOME_AMINE_DERIVED_HORMONES	1.0
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	1.0
MODULE_419	1.0
MORF_SOD1	1.0
GCM_PTK2	1.0
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	1.0
PID_PDGFRAPATHWAY	1.0
GCM_CHUK	1.0
REACTOME_PURINE_SALVAGE	1.0
PID_INTEGRIN1_PATHWAY	1.0
KEGG_SMALL_CELL_LUNG_CANCER	1.0
REACTOME_METABOLISM_OF_POLYAMINES	1.0
BIOCARTA_RELA_PATHWAY	1.0
BIOCARTA_P27_PATHWAY	1.0
KEGG_LEISHMANIA_INFECTION	1.0
PID_EPHBFWDPATHWAY	1.0
REACTOME_NEPHRIN_INTERACTIONS	1.0
KEGG_PROTEIN_EXPORT	1.0
PID_CERAMIDE_PATHWAY	1.0
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	1.0
MODULE_285	1.0
GCM_FANCL	1.0
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	1.0
REACTOME_GABA_RECEPTOR_ACTIVATION	1.0
REACTOME_GPCR_LIGAND_BINDING	1.0
REACTOME_RNA_POL_II_TRANSCRIPTION	1.0
REACTOME_RAP1_SIGNALLING	1.0
PID_AMB2_NEUTROPHILS_PATHWAY	1.0
MODULE_164	1.0
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	1.0
KEGG_CHEMOKINE_SIGNALING_PATHWAY	1.0
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	1.0
MORF_PPP2R4	1.0
KEGG_PPAR_SIGNALING_PATHWAY	1.0
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	1.0
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	1.0
BIOCARTA_WNT_PATHWAY	1.0
ST_ADRENERGIC	1.0
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	1.0
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	1.0
GNF2_MCM4	1.0
GCM_BAG5	1.0
GNF2_UBE2I	1.0
MODULE_157	1.0
MORF_BUB3	1.0
PID_SMAD2_3PATHWAY	1.0
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	1.0
BIOCARTA_AT1R_PATHWAY	1.0
MODULE_108	1.0
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	1.0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	1.0
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	1.0
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	1.0
MODULE_186	1.0
KEGG_ABC_TRANSPORTERS	1.0
MODULE_177	1.0
MODULE_131	1.0
BIOCARTA_LONGEVITY_PATHWAY	1.0
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	1.0
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	1.0
MODULE_13	1.0
MODULE_295	1.0
MODULE_128	1.0
REACTOME_REGULATION_OF_APOPTOSIS	1.0
MODULE_366	1.0
GNF2_MMP1	1.0
BIOCARTA_AMI_PATHWAY	1.0
REACTOME_PROTEIN_FOLDING	1.0
MODULE_100	1.0
REACTOME_STRIATED_MUSCLE_CONTRACTION	1.0
REACTOME_SYNTHESIS_OF_DNA	1.0
MORF_PPP6C	1.0
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	1.0
MODULE_218	1.0
GNF2_PCAF	1.0
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	1.0
MORF_PPP2R5E	1.0
MODULE_519	1.0
MODULE_539	1.0
MODULE_194	1.0
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	1.0
BIOCARTA_COMP_PATHWAY	1.0
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	1.0
REACTOME_MRNA_SPLICING	1.0
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	1.0
KEGG_PRIMARY_IMMUNODEFICIENCY	1.0
GCM_NPM1	1.0
GCM_FANCC	1.0
MODULE_44	1.0
BIOCARTA_BARRESTIN_SRC_PATHWAY	1.0
REACTOME_NETRIN1_SIGNALING	1.0
GCM_DEAF1	1.0
GCM_MYST2	1.0
MODULE_354	1.0
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.0
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	1.0
MODULE_378	1.0
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	1.0
KEGG_P53_SIGNALING_PATHWAY	1.0
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	1.0
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	1.0
GCM_BECN1	1.0
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	1.0
REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX	1.0
MODULE_324	1.0
REACTOME_CHROMOSOME_MAINTENANCE	1.0
GNF2_NS	1.0
PID_TCPTP_PATHWAY	1.0
GCM_ING1	1.0
MODULE_192	1.0
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	1.0
PID_IL27PATHWAY	1.0
PID_FOXM1PATHWAY	1.0
MODULE_486	1.0
REACTOME_RNA_POL_III_CHAIN_ELONGATION	1.0
SA_TRKA_RECEPTOR	1.0
MODULE_316	1.0
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	1.0
KEGG_COLORECTAL_CANCER	1.0
KEGG_DNA_REPLICATION	1.0
GCM_MAP4K4	1.0
KEGG_RNA_DEGRADATION	1.0
BIOCARTA_PDGF_PATHWAY	1.0
KEGG_ALLOGRAFT_REJECTION	1.0
PID_SHP2_PATHWAY	1.0
MODULE_493	1.0
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	1.0
REACTOME_GAP_JUNCTION_TRAFFICKING	1.0
MORF_MYL3	1.0
MODULE_534	1.0
MODULE_311	1.0
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	1.0
MODULE_297	1.0
MODULE_22	1.0
MORF_CCNI	1.0
BIOCARTA_INFLAM_PATHWAY	1.0
PID_THROMBIN_PAR1_PATHWAY	1.0
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1.0
BIOCARTA_ARENRF2_PATHWAY	1.0
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	1.0
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	1.0
GNF2_KISS1	1.0
MODULE_522	1.0
PID_P38ALPHABETAPATHWAY	1.0
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	1.0
PID_CASPASE_PATHWAY	1.0
KEGG_HUNTINGTONS_DISEASE	1.0
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1.0
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	1.0
REACTOME_REGULATION_OF_KIT_SIGNALING	1.0
PID_AR_NONGENOMIC_PATHWAY	1.0
MORF_MAGEA8	1.0
MODULE_474	1.0
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	1.0
KEGG_NOTCH_SIGNALING_PATHWAY	1.0
PID_FANCONI_PATHWAY	1.0
BIOCARTA_AHSP_PATHWAY	1.0
SA_G1_AND_S_PHASES	1.0
PID_IL4_2PATHWAY	1.0
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	1.0
GCM_RAN	1.0
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	1.0
GNF2_BUB1B	1.0
BIOCARTA_SPRY_PATHWAY	1.0
KEGG_PEROXISOME	1.0
REACTOME_STEROID_HORMONES	1.0
GCM_LTK	1.0
MODULE_76	1.0
MODULE_134	1.0
PID_REELINPATHWAY	1.0
MORF_CTSB	1.0
KEGG_ARGININE_AND_PROLINE_METABOLISM	1.0
BIOCARTA_VEGF_PATHWAY	1.0
BIOCARTA_RANKL_PATHWAY	1.0
BIOCARTA_HIVNEF_PATHWAY	1.0
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1.0
BIOCARTA_HDAC_PATHWAY	1.0
KEGG_ENDOCYTOSIS	1.0
GCM_PPM1D	1.0
MODULE_53	1.0
GNF2_TPT1	1.0
MODULE_211	1.0
MODULE_372	1.0
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	1.0
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	1.0
MODULE_455	1.0
REACTOME_GLUCOSE_TRANSPORT	1.0
REACTOME_NCAM1_INTERACTIONS	1.0
KEGG_O_GLYCAN_BIOSYNTHESIS	1.0
GNF2_MYL2	1.0
GCM_DENR	1.0
GNF2_MKI67	1.0
BIOCARTA_AKAPCENTROSOME_PATHWAY	1.0
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	1.0
MODULE_382	1.0
BIOCARTA_NKCELLS_PATHWAY	1.0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	1.0
GCM_DDX11	1.0
GNF2_TAL1	1.0
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	1.0
PID_RET_PATHWAY	1.0
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	1.0
GNF2_HPN	1.0
SA_B_CELL_RECEPTOR_COMPLEXES	1.0
GNF2_APEX1	1.0
MODULE_367	1.0
GNF2_RAD23A	1.0
REACTOME_NEURONAL_SYSTEM	1.0
REACTOME_MITOTIC_G2_G2_M_PHASES	1.0
PID_RAC1_PATHWAY	1.0
PID_INTEGRIN_A9B1_PATHWAY	1.0
BIOCARTA_CTCF_PATHWAY	1.0
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	1.0
KEGG_GAP_JUNCTION	1.0
MODULE_132	1.0
GNF2_MLH1	1.0
REACTOME_AMYLOIDS	1.0
MODULE_426	1.0
MODULE_255	1.0
PID_NFAT_3PATHWAY	1.0
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	1.0
PID_ERA_GENOMIC_PATHWAY	1.0
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	1.0
BIOCARTA_NDKDYNAMIN_PATHWAY	1.0
MORF_HDAC1	1.0
REACTOME_TIGHT_JUNCTION_INTERACTIONS	1.0
MORF_CD8A	1.0
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	1.0
REACTOME_PKB_MEDIATED_EVENTS	1.0
BIOCARTA_MET_PATHWAY	1.0
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	1.0
GNF2_FOS	1.0
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	1.0
MODULE_5	1.0
MORF_DCC	1.0
KEGG_TASTE_TRANSDUCTION	1.0
REACTOME_HYALURONAN_METABOLISM	1.0
GCM_SIRT2	1.0
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	1.0
PID_RHODOPSIN_PATHWAY	1.0
KEGG_NON_SMALL_CELL_LUNG_CANCER	1.0
MODULE_265	1.0
MODULE_7	1.0
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	1.0
PID_FOXOPATHWAY	1.0
GNF2_BNIP3L	1.0
PID_SMAD2_3NUCLEARPATHWAY	1.0
GCM_SMARCD1	1.0
MODULE_92	1.0
MORF_PRKCA	1.0
MODULE_18	1.0
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	1.0
MODULE_212	1.0
MORF_PSMC1	1.0
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.0
GCM_TEC	1.0
REACTOME_PEROXISOMAL_LIPID_METABOLISM	1.0
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	1.0
MODULE_105	1.0
MODULE_312	1.0
REACTOME_SIGNALLING_TO_ERKS	1.0
REACTOME_POL_SWITCHING	1.0
MODULE_81	1.0
BIOCARTA_NGF_PATHWAY	1.0
MODULE_158	1.0
PID_TXA2PATHWAY	1.0
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	1.0
MODULE_439	1.0
BIOCARTA_GSK3_PATHWAY	1.0
REACTOME_SIGNALING_BY_PDGF	1.0
GCM_GSPT1	1.0
REACTOME_XENOBIOTICS	1.0
MODULE_133	1.0
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	1.0
KEGG_GALACTOSE_METABOLISM	1.0
GCM_PTPRD	1.0
ST_STAT3_PATHWAY	1.0
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	1.0
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	1.0
BIOCARTA_IL22BP_PATHWAY	1.0
MODULE_403	1.0
MODULE_126	1.0
GNF2_PCNA	1.0
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	1.0
PID_INTEGRIN_CS_PATHWAY	1.0
GCM_NUMA1	1.0
MORF_IL16	1.0
MORF_PDCD1	1.0
GCM_SUPT4H1	1.0
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	1.0
BIOCARTA_D4GDI_PATHWAY	1.0
MODULE_75	1.0
MODULE_221	1.0
REACTOME_POTASSIUM_CHANNELS	1.0
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	1.0
MODULE_532	1.0
GNF2_ZAP70	1.0
MODULE_111	1.0
KEGG_MAPK_SIGNALING_PATHWAY	1.0
MORF_RFC1	1.0
MORF_FSHR	1.0
PID_A6B1_A6B4_INTEGRIN_PATHWAY	1.0
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	1.0
PID_IL8CXCR1_PATHWAY	1.0
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	1.0
BIOCARTA_CSK_PATHWAY	1.0
PID_LYSOPHOSPHOLIPID_PATHWAY	1.0
PID_BETACATENIN_DEG_PATHWAY	1.0
PID_FAK_PATHWAY	1.0
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	1.0
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	1.0
MODULE_573	1.0
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	1.0
BIOCARTA_TALL1_PATHWAY	1.0
MORF_SMC1L1	1.0
MODULE_52	1.0
BIOCARTA_CHREBP2_PATHWAY	1.0
GNF2_TST	1.0
GNF2_CD14	1.0
KEGG_BLADDER_CANCER	1.0
GNF2_FEN1	1.0
GNF2_CASP1	1.0
MODULE_1	1.0
SA_PTEN_PATHWAY	1.0
MODULE_60	1.0
GNF2_ITGB2	1.0
BIOCARTA_G2_PATHWAY	1.0
MODULE_24	1.0
MORF_RAB5A	1.0
MODULE_261	1.0
GNF2_ESPL1	1.0
GCM_SMARCC1	1.0
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1.0
PID_ECADHERIN_STABILIZATION_PATHWAY	1.0
BIOCARTA_G1_PATHWAY	1.0
MODULE_204	1.0
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	1.0
KEGG_ECM_RECEPTOR_INTERACTION	1.0
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	1.0
MODULE_308	1.0
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	1.0
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	1.0
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	1.0
