Gene Set	Basal	Her2	LumA	LumB	Average p-value
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.79	0.76	0.73	0.63	0.7275
BIOCARTA_DEATH_PATHWAY	0.98	0.08	0.94	0.91	0.7275
REACTOME_PURINE_SALVAGE	0.98	0.85	0.95	0.13	0.7275
KEGG_O_GLYCAN_BIOSYNTHESIS	0.55	0.99	0.88	0.49	0.7275
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.41	0.95	0.90	0.66	0.73
BIOCARTA_CARM1_PATHWAY	0.72	0.62	0.95	0.63	0.73
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.79	0.82	0.69	0.62	0.73
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.65	0.76	1.00	0.51	0.73
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.79	0.59	0.67	0.87	0.73
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.56	1.00	0.88	0.49	0.7325
BIOCARTA_ERYTH_PATHWAY	0.83	0.25	0.95	0.90	0.7325
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.95	0.08	0.98	0.92	0.7325
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION	0.76	0.88	0.62	0.67	0.7325
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.91	0.04	0.99	0.99	0.7325
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.83	0.78	0.94	0.38	0.7325
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	0.98	0.89	0.95	0.11	0.7325
PID_P38ALPHABETAPATHWAY	0.99	0.90	1.00	0.04	0.7325
BIOCARTA_PAR1_PATHWAY	0.78	0.99	0.98	0.19	0.735
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.72	0.49	0.94	0.79	0.735
PID_INTEGRIN5_PATHWAY	0.60	0.67	0.93	0.74	0.735
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	0.80	0.91	0.94	0.29	0.735
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.67	0.50	0.93	0.85	0.7375
REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX	0.82	0.38	0.87	0.88	0.7375
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	1.00	0.51	0.97	0.47	0.7375
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.85	0.52	0.77	0.81	0.7375
REACTOME_TRANSCRIPTION	0.89	0.31	1.00	0.75	0.7375
PID_TCPTP_PATHWAY	0.83	0.28	0.98	0.86	0.7375
REACTOME_ELONGATION_ARREST_AND_RECOVERY	0.91	0.82	0.98	0.25	0.74
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.99	0.93	0.97	0.07	0.74
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	0.92	0.95	0.54	0.55	0.74
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.91	0.95	0.60	0.50	0.74
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	0.92	0.86	0.81	0.37	0.74
KEGG_GALACTOSE_METABOLISM	0.87	0.59	0.84	0.66	0.74
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	1.00	0.54	0.94	0.49	0.7425
PID_TCRRASPATHWAY	0.98	0.82	0.99	0.18	0.7425
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.87	0.15	1.00	0.95	0.7425
REACTOME_PROTEIN_FOLDING	0.83	0.82	0.67	0.65	0.7425
KEGG_AXON_GUIDANCE	0.93	0.81	0.51	0.73	0.745
PID_BMPPATHWAY	0.91	0.34	0.98	0.75	0.745
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	0.34	0.91	0.94	0.79	0.745
BIOCARTA_NDKDYNAMIN_PATHWAY	0.97	0.34	0.94	0.73	0.745
BIOCARTA_CSK_PATHWAY	0.91	0.97	1.00	0.10	0.745
PID_SYNDECAN_4_PATHWAY	0.84	0.87	0.66	0.62	0.7475
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.56	0.93	1.00	0.50	0.7475
PID_HIVNEFPATHWAY	0.99	0.07	0.99	0.94	0.7475
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS	0.90	0.68	0.97	0.44	0.7475
PID_NOTCH_PATHWAY	1.00	0.62	0.82	0.55	0.7475
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	0.94	0.80	0.92	0.33	0.7475
BIOCARTA_CTCF_PATHWAY	0.67	0.51	0.95	0.86	0.7475
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.72	0.97	0.92	0.39	0.75
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.83	0.99	0.88	0.30	0.75
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	1.00	0.87	0.95	0.18	0.75
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.91	0.90	0.98	0.21	0.75
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	0.80	0.51	0.96	0.73	0.75
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	0.78	0.98	0.87	0.38	0.7525
PID_ANTHRAXPATHWAY	1.00	0.92	0.99	0.10	0.7525
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	0.92	1.00	0.88	0.21	0.7525
PID_S1P_S1P4_PATHWAY	1.00	0.80	0.92	0.29	0.7525
PID_BETACATENIN_DEG_PATHWAY	0.91	0.65	0.93	0.52	0.7525
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	0.70	0.46	0.95	0.91	0.755
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	0.83	0.99	0.73	0.47	0.755
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	0.96	0.91	0.88	0.27	0.755
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA	0.71	0.38	1.00	0.93	0.755
BIOCARTA_41BB_PATHWAY	0.54	0.77	0.98	0.73	0.755
KEGG_ABC_TRANSPORTERS	0.96	0.68	0.88	0.50	0.755
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	1.00	0.90	0.95	0.18	0.7575
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	0.93	0.72	0.83	0.55	0.7575
PID_WNT_NONCANONICAL_PATHWAY	0.96	0.28	0.84	0.95	0.7575
BIOCARTA_RAS_PATHWAY	0.66	0.63	0.95	0.79	0.7575
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.80	0.59	0.98	0.66	0.7575
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	0.83	0.65	0.79	0.77	0.76
PID_SYNDECAN_1_PATHWAY	0.93	0.25	0.94	0.92	0.76
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.97	0.45	0.75	0.87	0.76
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	0.97	0.93	0.90	0.24	0.76
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	0.67	0.42	0.98	0.98	0.7625
BIOCARTA_GH_PATHWAY	0.79	0.65	0.84	0.77	0.7625
REACTOME_MEIOSIS	0.54	0.60	1.00	0.91	0.7625
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.91	0.93	0.74	0.47	0.7625
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	0.87	0.87	0.39	0.92	0.7625
REACTOME_SHC_MEDIATED_CASCADE	1.00	1.00	0.99	0.07	0.765
BIOCARTA_STEM_PATHWAY	0.96	0.23	0.89	0.98	0.765
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	0.73	0.93	0.82	0.58	0.765
BIOCARTA_IL5_PATHWAY	0.59	0.93	0.78	0.76	0.765
ST_ERK1_ERK2_MAPK_PATHWAY	0.85	0.99	0.94	0.29	0.7675
PID_RAC1_REG_PATHWAY	0.71	0.86	0.98	0.52	0.7675
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.57	0.99	0.57	0.94	0.7675
REACTOME_DNA_STRAND_ELONGATION	0.52	0.76	0.95	0.85	0.77
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.85	0.59	0.72	0.92	0.77
KEGG_PRION_DISEASES	1.00	0.86	0.94	0.29	0.7725
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	0.93	0.50	1.00	0.66	0.7725
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.64	0.93	0.96	0.57	0.775
BIOCARTA_MCM_PATHWAY	0.67	0.49	0.95	0.99	0.775
REACTOME_INTERFERON_SIGNALING	0.92	0.84	0.98	0.36	0.775
KEGG_LYSINE_DEGRADATION	0.60	0.90	0.84	0.76	0.775
REACTOME_ARMS_MEDIATED_ACTIVATION	1.00	0.47	1.00	0.63	0.775
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	0.96	0.65	0.99	0.50	0.775
BIOCARTA_RAC1_PATHWAY	0.87	0.52	0.95	0.77	0.7775
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	0.58	0.95	0.93	0.65	0.7775
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	0.97	0.55	0.96	0.63	0.7775
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	0.98	0.91	0.83	0.39	0.7775
PID_IL3_PATHWAY	0.91	0.82	0.90	0.48	0.7775
ST_ADRENERGIC	0.96	0.69	0.94	0.52	0.7775
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	0.56	0.89	0.77	0.89	0.7775
BIOCARTA_AKAPCENTROSOME_PATHWAY	0.78	0.90	0.94	0.49	0.7775
REACTOME_SYNTHESIS_OF_PE	0.76	0.81	0.80	0.75	0.78
BIOCARTA_ETC_PATHWAY	0.95	0.52	0.98	0.67	0.78
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.53	0.91	0.69	0.99	0.78
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	1.00	0.41	1.00	0.73	0.785
ST_GA13_PATHWAY	0.99	0.80	1.00	0.35	0.785
PID_LIS1PATHWAY	0.94	0.87	0.94	0.39	0.785
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.49	0.82	0.98	0.85	0.785
REACTOME_MEIOTIC_RECOMBINATION	1.00	0.56	1.00	0.59	0.7875
PID_AURORA_B_PATHWAY	0.79	0.90	0.84	0.62	0.7875
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	0.46	0.95	1.00	0.74	0.7875
REACTOME_REGULATION_OF_IFNG_SIGNALING	0.96	0.85	1.00	0.35	0.79
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	0.61	0.78	0.78	0.99	0.79
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	0.93	1.00	1.00	0.23	0.79
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	1.00	0.51	1.00	0.65	0.79
PID_DNAPK_PATHWAY	0.66	0.88	0.70	0.92	0.79
PID_TCRJNKPATHWAY	0.42	0.78	0.98	0.98	0.79
PID_CD40_PATHWAY	0.94	0.46	0.85	0.92	0.7925
KEGG_PHENYLALANINE_METABOLISM	0.98	0.25	0.95	0.99	0.7925
PID_CASPASE_PATHWAY	0.82	0.72	0.87	0.76	0.7925
PID_ILK_PATHWAY	0.93	0.90	0.94	0.41	0.795
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	0.57	0.99	0.94	0.68	0.795
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	1.00	1.00	1.00	0.18	0.795
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	0.75	0.95	0.90	0.58	0.795
SA_FAS_SIGNALING	0.58	0.92	0.91	0.77	0.795
PID_IL1PATHWAY	0.96	0.86	0.98	0.39	0.7975
BIOCARTA_BCR_PATHWAY	0.86	1.00	0.67	0.66	0.7975
KEGG_STEROID_BIOSYNTHESIS	0.83	1.00	0.94	0.42	0.7975
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	1.00	0.86	0.72	0.61	0.7975
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	0.98	0.98	0.95	0.29	0.8
BIOCARTA_HIF_PATHWAY	0.98	0.51	1.00	0.71	0.8
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.66	0.84	0.86	0.84	0.8
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.91	0.53	0.97	0.79	0.8
BIOCARTA_NO1_PATHWAY	1.00	0.93	1.00	0.28	0.8025
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	1.00	0.21	1.00	1.00	0.8025
BIOCARTA_NUCLEARRS_PATHWAY	1.00	0.78	0.94	0.49	0.8025
PID_SHP2_PATHWAY	1.00	0.96	0.94	0.31	0.8025
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	1.00	0.65	0.79	0.77	0.8025
BIOCARTA_GCR_PATHWAY	0.83	0.59	0.95	0.85	0.805
SIG_CD40PATHWAYMAP	0.61	0.65	0.98	0.98	0.805
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.56	0.82	0.86	0.98	0.805
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	0.84	0.99	1.00	0.39	0.805
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.94	0.99	0.88	0.41	0.805
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.67	0.76	0.89	0.90	0.805
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	0.91	0.97	0.70	0.64	0.805
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.79	0.95	0.70	0.79	0.8075
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.93	0.96	0.99	0.35	0.8075
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.86	0.51	1.00	0.86	0.8075
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0.97	0.47	0.93	0.86	0.8075
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	0.72	0.58	0.98	0.95	0.8075
KEGG_NON_HOMOLOGOUS_END_JOINING	0.83	0.97	0.95	0.49	0.81
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	0.80	0.80	1.00	0.64	0.81
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	0.98	0.90	0.95	0.41	0.81
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.91	0.91	0.78	0.64	0.81
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.98	0.98	1.00	0.28	0.81
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	0.83	0.87	0.76	0.79	0.8125
PID_ARF_3PATHWAY	1.00	0.31	0.95	0.99	0.8125
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	0.83	0.86	0.88	0.68	0.8125
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	1.00	0.53	0.95	0.77	0.8125
KEGG_TRYPTOPHAN_METABOLISM	0.96	1.00	0.90	0.39	0.8125
KEGG_LONG_TERM_DEPRESSION	1.00	0.99	0.54	0.72	0.8125
SIG_BCR_SIGNALING_PATHWAY	0.84	0.82	0.84	0.75	0.8125
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	0.94	0.90	0.66	0.75	0.8125
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.90	0.51	0.93	0.92	0.815
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.84	0.85	0.59	0.98	0.815
REACTOME_IL1_SIGNALING	0.93	0.87	0.97	0.49	0.815
REACTOME_EXTENSION_OF_TELOMERES	0.71	0.82	1.00	0.73	0.815
KEGG_THYROID_CANCER	0.94	0.77	0.90	0.65	0.815
BIOCARTA_GLYCOLYSIS_PATHWAY	0.96	0.53	0.78	0.99	0.815
KEGG_ETHER_LIPID_METABOLISM	0.98	0.91	0.90	0.47	0.815
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	0.74	0.88	0.81	0.83	0.815
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.88	0.51	0.94	0.94	0.8175
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	0.98	0.98	0.94	0.38	0.82
BIOCARTA_MTA3_PATHWAY	0.60	0.94	0.89	0.85	0.82
PID_ERBB1_INTERNALIZATION_PATHWAY	0.96	0.76	0.90	0.66	0.82
REACTOME_GLUCONEOGENESIS	0.96	1.00	0.98	0.35	0.8225
PID_EPHRINBREVPATHWAY	0.98	0.33	1.00	0.98	0.8225
SA_PROGRAMMED_CELL_DEATH	1.00	0.80	1.00	0.49	0.8225
KEGG_BUTANOATE_METABOLISM	0.36	1.00	0.98	0.96	0.825
REACTOME_CS_DS_DEGRADATION	0.89	0.82	0.94	0.65	0.825
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	0.82	0.93	0.77	0.78	0.825
BIOCARTA_LYM_PATHWAY	1.00	0.98	1.00	0.34	0.83
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.92	0.47	1.00	0.93	0.83
BIOCARTA_FMLP_PATHWAY	0.92	0.93	0.98	0.49	0.83
REACTOME_DSCAM_INTERACTIONS	0.98	0.53	0.99	0.82	0.83
REACTOME_PD1_SIGNALING	1.00	0.99	1.00	0.34	0.8325
BIOCARTA_CTL_PATHWAY	1.00	0.95	0.95	0.43	0.8325
REACTOME_BOTULINUM_NEUROTOXICITY	1.00	0.99	1.00	0.34	0.8325
KEGG_HEDGEHOG_SIGNALING_PATHWAY	1.00	0.82	0.89	0.62	0.8325
KEGG_CIRCADIAN_RHYTHM_MAMMAL	1.00	0.37	1.00	0.96	0.8325
KEGG_PPAR_SIGNALING_PATHWAY	0.92	0.97	0.82	0.62	0.8325
REACTOME_STEROID_HORMONES	0.94	0.45	0.99	0.95	0.8325
PID_NEPHRIN_NEPH1_PATHWAY	0.93	0.93	1.00	0.48	0.835
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.44	0.90	1.00	1.00	0.835
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	0.82	0.93	0.82	0.77	0.835
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.97	0.98	0.98	0.41	0.835
REACTOME_NEPHRIN_INTERACTIONS	0.94	0.62	0.95	0.83	0.835
KEGG_ECM_RECEPTOR_INTERACTION	0.99	0.35	1.00	1.00	0.835
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.79	0.80	0.87	0.89	0.8375
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	1.00	0.69	1.00	0.66	0.8375
BIOCARTA_MYOSIN_PATHWAY	0.98	1.00	0.98	0.40	0.84
PID_CDC42_REG_PATHWAY	0.94	0.92	1.00	0.50	0.84
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.83	0.99	1.00	0.54	0.84
KEGG_LEISHMANIA_INFECTION	0.93	0.80	0.93	0.70	0.84
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	0.89	0.96	1.00	0.51	0.84
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	1.00	0.99	0.99	0.39	0.8425
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.99	0.57	1.00	0.81	0.8425
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	1.00	0.91	0.82	0.64	0.8425
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.89	0.87	0.98	0.63	0.8425
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.97	0.99	0.86	0.56	0.845
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	0.98	0.82	0.98	0.60	0.845
REACTOME_SIGNALING_BY_NODAL	0.88	0.73	0.95	0.82	0.845
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.91	0.99	0.69	0.79	0.845
PID_ARF6DOWNSTREAMPATHWAY	1.00	0.48	0.95	0.96	0.8475
PID_INTEGRIN1_PATHWAY	1.00	0.49	1.00	0.90	0.8475
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.71	0.68	1.00	1.00	0.8475
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS	1.00	0.99	0.94	0.47	0.85
REACTOME_SIGNALING_BY_BMP	0.79	0.80	0.86	0.95	0.85
BIOCARTA_NKT_PATHWAY	0.97	0.90	0.76	0.77	0.85
REACTOME_CELL_JUNCTION_ORGANIZATION	0.74	0.92	0.84	0.90	0.85
PID_EPHA_FWDPATHWAY	0.98	0.48	1.00	0.94	0.85
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	0.96	0.62	1.00	0.82	0.85
PID_ARF6_PATHWAY	0.96	0.83	0.94	0.67	0.85
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS	1.00	0.98	1.00	0.43	0.8525
BIOCARTA_CFTR_PATHWAY	0.96	0.89	1.00	0.56	0.8525
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	1.00	0.51	1.00	0.90	0.8525
PID_GLYPICAN_1PATHWAY	1.00	0.59	1.00	0.82	0.8525
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.91	0.99	0.98	0.53	0.8525
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	0.84	0.91	1.00	0.67	0.855
REACTOME_RNA_POL_III_TRANSCRIPTION	0.96	0.74	0.98	0.74	0.855
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.79	0.68	0.95	1.00	0.855
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	0.63	0.85	0.99	0.95	0.855
PID_S1P_META_PATHWAY	1.00	0.95	1.00	0.47	0.855
BIOCARTA_MITOCHONDRIA_PATHWAY	1.00	0.51	1.00	0.91	0.855
BIOCARTA_DREAM_PATHWAY	1.00	0.95	1.00	0.47	0.855
REACTOME_HYALURONAN_METABOLISM	0.77	0.87	0.94	0.84	0.855
BIOCARTA_VIP_PATHWAY	0.84	0.81	0.94	0.84	0.8575
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	0.84	0.99	0.74	0.87	0.86
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.87	0.69	0.95	0.93	0.86
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	0.78	0.95	0.97	0.74	0.86
SA_TRKA_RECEPTOR	0.98	0.62	0.92	0.92	0.86
REACTOME_PKB_MEDIATED_EVENTS	0.80	0.85	0.98	0.81	0.86
SA_PTEN_PATHWAY	1.00	0.54	0.97	0.93	0.86
REACTOME_P75NTR_SIGNALS_VIA_NFKB	0.92	0.76	0.97	0.80	0.8625
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	1.00	0.90	0.70	0.85	0.8625
REACTOME_ANDROGEN_BIOSYNTHESIS	0.81	1.00	0.82	0.82	0.8625
REACTOME_GLUTATHIONE_CONJUGATION	1.00	0.53	1.00	0.93	0.865
REACTOME_ETHANOL_OXIDATION	1.00	0.67	0.97	0.82	0.865
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.98	0.75	1.00	0.73	0.865
REACTOME_CELL_CELL_COMMUNICATION	0.59	0.88	1.00	0.99	0.865
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	1.00	0.95	1.00	0.52	0.8675
REACTOME_RNA_POL_III_CHAIN_ELONGATION	1.00	0.61	1.00	0.86	0.8675
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	0.97	0.82	0.95	0.74	0.87
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.73	0.96	0.82	0.97	0.87
REACTOME_SHC_MEDIATED_SIGNALLING	1.00	0.91	0.94	0.63	0.87
REACTOME_CHROMOSOME_MAINTENANCE	0.57	0.94	0.98	0.99	0.87
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.99	1.00	1.00	0.50	0.8725
BIOCARTA_MPR_PATHWAY	0.98	0.99	0.98	0.54	0.8725
KEGG_GLUTATHIONE_METABOLISM	1.00	0.57	0.99	0.94	0.875
PID_TNFPATHWAY	0.91	0.79	0.98	0.82	0.875
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	0.83	0.98	0.94	0.75	0.875
REACTOME_GAP_JUNCTION_ASSEMBLY	1.00	0.51	1.00	0.99	0.875
BIOCARTA_RANKL_PATHWAY	1.00	0.51	1.00	0.99	0.875
PID_NCADHERINPATHWAY	0.97	0.82	0.85	0.87	0.8775
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.67	0.91	0.99	0.94	0.8775
BIOCARTA_LECTIN_PATHWAY	0.82	0.82	0.89	0.98	0.8775
BIOCARTA_CASPASE_PATHWAY	0.92	1.00	0.92	0.67	0.8775
REACTOME_RNA_POL_I_TRANSCRIPTION	1.00	0.52	1.00	0.99	0.8775
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.96	0.78	0.97	0.80	0.8775
BIOCARTA_SARS_PATHWAY	1.00	0.53	0.99	0.99	0.8775
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.98	0.99	0.94	0.60	0.8775
PID_IL2_PI3KPATHWAY	0.96	0.82	0.98	0.76	0.88
REACTOME_SIGNALING_BY_GPCR	0.89	0.65	0.99	0.99	0.88
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.93	0.87	0.75	0.97	0.88
