Gene Set	Basal	Her2	LumA	LumB	Average p-value
BIOCARTA_AKAP13_PATHWAY	0.86	1.00	0.91	0.65	0.855
REACTOME_DAG_AND_IP3_SIGNALING	0.95	0.67	0.89	0.91	0.855
PID_IL5_PATHWAY	0.70	0.98	0.97	0.77	0.855
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	1.00	0.90	0.91	0.61	0.855
REACTOME_RNA_POL_III_CHAIN_ELONGATION	0.80	1.00	0.92	0.70	0.855
BIOCARTA_NDKDYNAMIN_PATHWAY	0.96	0.96	0.98	0.52	0.855
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.90	0.74	0.86	0.93	0.8575
BIOCARTA_GATA3_PATHWAY	0.62	0.96	0.91	0.94	0.8575
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.72	0.98	0.87	0.86	0.8575
REACTOME_CELL_CELL_COMMUNICATION	0.88	0.70	1.00	0.85	0.8575
REACTOME_REGULATION_OF_APOPTOSIS	0.80	0.63	1.00	1.00	0.8575
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.93	0.51	1.00	0.99	0.8575
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	0.91	0.66	0.89	0.98	0.86
BIOCARTA_TNFR1_PATHWAY	0.99	0.99	0.73	0.73	0.86
PID_SYNDECAN_4_PATHWAY	0.80	0.83	0.96	0.85	0.86
PID_MAPKTRKPATHWAY	0.94	0.99	0.91	0.60	0.86
ST_P38_MAPK_PATHWAY	1.00	0.77	0.87	0.80	0.86
BIOCARTA_CBL_PATHWAY	0.62	1.00	1.00	0.83	0.8625
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.97	0.57	0.93	0.98	0.8625
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	0.82	0.75	0.99	0.89	0.8625
PID_ARF_3PATHWAY	0.90	0.64	0.97	0.96	0.8675
REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS	1.00	0.59	0.98	0.90	0.8675
REACTOME_SIGNALING_BY_WNT	0.97	0.50	1.00	1.00	0.8675
REACTOME_GAP_JUNCTION_ASSEMBLY	0.90	0.64	1.00	0.93	0.8675
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	0.77	0.93	0.96	0.81	0.8675
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.99	0.86	0.68	0.94	0.8675
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	0.68	1.00	0.87	0.93	0.87
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	0.85	0.96	0.70	0.97	0.87
BIOCARTA_AKAPCENTROSOME_PATHWAY	0.90	0.91	0.96	0.71	0.87
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.64	0.99	1.00	0.86	0.8725
REACTOME_SIGNAL_AMPLIFICATION	0.77	0.98	0.87	0.87	0.8725
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	0.96	0.94	0.67	0.92	0.8725
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.95	0.72	0.99	0.84	0.875
KEGG_RNA_DEGRADATION	0.99	0.85	0.69	0.97	0.875
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.80	0.76	0.99	0.96	0.8775
BIOCARTA_IL4_PATHWAY	1.00	0.54	0.99	0.98	0.8775
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	0.74	1.00	0.88	0.89	0.8775
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.91	0.70	1.00	0.91	0.88
REACTOME_BOTULINUM_NEUROTOXICITY	1.00	0.54	0.98	1.00	0.88
BIOCARTA_RHO_PATHWAY	1.00	0.80	0.95	0.77	0.88
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	0.65	0.97	0.94	0.96	0.88
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	1.00	0.54	0.99	0.99	0.88
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	0.65	0.97	0.94	0.96	0.88
BIOCARTA_PITX2_PATHWAY	1.00	0.55	0.98	1.00	0.8825
ST_JNK_MAPK_PATHWAY	0.94	0.61	0.99	0.99	0.8825
REACTOME_MEMBRANE_TRAFFICKING	0.80	0.84	1.00	0.89	0.8825
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	1.00	0.63	0.96	0.94	0.8825
PID_TNFPATHWAY	0.96	0.73	0.92	0.92	0.8825
REACTOME_TCR_SIGNALING	0.77	0.96	0.82	0.98	0.8825
REACTOME_GLUCURONIDATION	0.62	0.93	1.00	0.99	0.885
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.88	0.98	0.87	0.81	0.885
PID_WNT_NONCANONICAL_PATHWAY	0.79	0.83	1.00	0.92	0.885
PID_HDAC_CLASSI_PATHWAY	0.85	0.91	0.78	1.00	0.885
REACTOME_IL1_SIGNALING	0.80	0.99	0.95	0.80	0.885
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.93	0.61	1.00	1.00	0.885
BIOCARTA_EPO_PATHWAY	0.93	0.90	0.88	0.83	0.885
BIOCARTA_GH_PATHWAY	0.99	0.83	0.92	0.80	0.885
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.62	0.93	1.00	0.99	0.885
BIOCARTA_MAL_PATHWAY	0.94	0.93	0.85	0.82	0.885
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.80	0.96	0.87	0.91	0.885
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	0.99	0.82	0.80	0.94	0.8875
PID_AVB3_OPN_PATHWAY	0.99	0.99	0.81	0.76	0.8875
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.97	0.92	0.84	0.82	0.8875
BIOCARTA_LAIR_PATHWAY	1.00	0.68	0.98	0.89	0.8875
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	0.69	0.86	1.00	1.00	0.8875
REACTOME_COMMON_PATHWAY	1.00	0.95	0.99	0.61	0.8875
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.86	0.95	0.93	0.81	0.8875
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	0.94	0.63	1.00	0.98	0.8875
PID_TXA2PATHWAY	0.70	1.00	1.00	0.85	0.8875
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	0.88	0.82	0.96	0.90	0.89
KEGG_RETINOL_METABOLISM	0.56	1.00	1.00	1.00	0.89
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	0.85	0.96	0.78	0.97	0.89
KEGG_BUTANOATE_METABOLISM	0.94	0.79	0.97	0.86	0.89
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	0.86	0.97	0.94	0.79	0.89
ST_G_ALPHA_S_PATHWAY	0.96	0.95	0.71	0.94	0.89
KEGG_CHEMOKINE_SIGNALING_PATHWAY	1.00	0.93	0.98	0.65	0.89
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	1.00	0.60	1.00	0.96	0.89
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	1.00	0.57	1.00	1.00	0.8925
REACTOME_PLATELET_HOMEOSTASIS	0.92	0.93	0.98	0.74	0.8925
REACTOME_RNA_POL_III_TRANSCRIPTION	0.94	0.89	0.91	0.83	0.8925
PID_RAS_PATHWAY	0.94	0.96	0.92	0.76	0.895
PID_AR_NONGENOMIC_PATHWAY	0.88	0.98	0.80	0.92	0.895
KEGG_PROTEASOME	0.94	0.65	1.00	1.00	0.8975
REACTOME_GAB1_SIGNALOSOME	0.89	0.95	0.99	0.76	0.8975
ST_ERK1_ERK2_MAPK_PATHWAY	0.95	1.00	0.99	0.65	0.8975
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.68	0.93	0.99	0.99	0.8975
PID_ERB_GENOMIC_PATHWAY	1.00	0.68	0.98	0.93	0.8975
REACTOME_RNA_POL_II_TRANSCRIPTION	1.00	0.91	0.69	0.99	0.8975
KEGG_PRION_DISEASES	0.78	0.94	0.92	0.96	0.9
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.92	1.00	0.88	0.80	0.9
BIOCARTA_CCR5_PATHWAY	0.97	0.97	0.72	0.94	0.9
PID_TRAIL_PATHWAY	1.00	0.77	0.87	0.96	0.9
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	1.00	0.73	0.94	0.93	0.9
REACTOME_SIGNALLING_TO_ERKS	0.78	0.99	0.87	0.96	0.9
REACTOME_TRNA_AMINOACYLATION	1.00	0.88	0.77	0.96	0.9025
PID_ALK1PATHWAY	0.97	0.79	0.95	0.90	0.9025
PID_THROMBIN_PAR4_PATHWAY	0.79	0.89	0.96	0.97	0.9025
REACTOME_OPIOID_SIGNALLING	0.92	0.99	0.79	0.91	0.9025
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS	1.00	0.64	0.98	1.00	0.905
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	1.00	0.76	0.95	0.91	0.905
BIOCARTA_RARRXR_PATHWAY	1.00	0.97	0.70	0.95	0.905
PID_DNAPK_PATHWAY	0.99	0.93	0.70	1.00	0.905
REACTOME_MRNA_PROCESSING	0.99	0.92	0.74	0.97	0.905
REACTOME_ENDOGENOUS_STEROLS	0.68	1.00	1.00	0.94	0.905
PID_FCER1PATHWAY	0.94	0.94	0.89	0.85	0.905
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.66	0.99	1.00	0.97	0.905
PID_GMCSF_PATHWAY	0.96	0.99	0.77	0.90	0.905
BIOCARTA_NGF_PATHWAY	0.99	0.95	0.85	0.83	0.905
PID_PDGFRBPATHWAY	0.84	0.94	0.98	0.87	0.9075
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.68	0.98	0.98	0.99	0.9075
PID_NEPHRIN_NEPH1_PATHWAY	0.89	0.99	1.00	0.75	0.9075
BIOCARTA_IL2_PATHWAY	0.91	0.93	0.90	0.89	0.9075
BIOCARTA_FMLP_PATHWAY	0.99	0.98	0.99	0.68	0.91
BIOCARTA_ACE2_PATHWAY	0.86	0.95	0.93	0.90	0.91
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	0.97	0.98	0.98	0.72	0.9125
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	0.80	0.99	0.92	0.94	0.9125
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	1.00	0.67	0.98	1.00	0.9125
PID_PI3KCIPATHWAY	0.95	0.99	0.99	0.72	0.9125
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.75	0.93	0.98	0.99	0.9125
PID_GLYPICAN_1PATHWAY	0.94	0.77	1.00	0.94	0.9125
KEGG_FATTY_ACID_METABOLISM	0.95	0.79	0.92	0.99	0.9125
PID_LIS1PATHWAY	0.98	0.96	0.92	0.79	0.9125
REACTOME_INTRINSIC_PATHWAY	1.00	0.65	1.00	1.00	0.9125
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	1.00	0.87	0.96	0.82	0.9125
BIOCARTA_MYOSIN_PATHWAY	1.00	1.00	1.00	0.66	0.915
PID_RETINOIC_ACID_PATHWAY	0.98	0.74	0.97	0.97	0.915
BIOCARTA_GRANULOCYTES_PATHWAY	1.00	0.68	0.98	1.00	0.915
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	1.00	0.73	0.98	0.95	0.915
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	0.96	0.83	1.00	0.87	0.915
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.96	0.70	1.00	1.00	0.915
PID_EPHA2_FWDPATHWAY	0.83	1.00	0.99	0.85	0.9175
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	0.94	0.76	0.97	1.00	0.9175
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.82	0.91	0.97	0.97	0.9175
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.99	0.95	0.77	0.96	0.9175
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.76	0.91	1.00	1.00	0.9175
BIOCARTA_CK1_PATHWAY	1.00	0.98	0.98	0.71	0.9175
REACTOME_METABOLISM_OF_PROTEINS	0.67	1.00	1.00	1.00	0.9175
REACTOME_CA_DEPENDENT_EVENTS	0.92	0.84	1.00	0.91	0.9175
BIOCARTA_AT1R_PATHWAY	0.96	0.99	0.99	0.73	0.9175
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	0.96	0.77	1.00	0.95	0.92
REACTOME_HIV_INFECTION	1.00	0.91	0.78	0.99	0.92
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.99	0.75	1.00	0.94	0.92
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.89	0.81	0.99	0.99	0.92
BIOCARTA_CALCINEURIN_PATHWAY	0.93	0.86	0.96	0.93	0.92
REACTOME_IL_7_SIGNALING	1.00	0.75	0.98	0.95	0.92
REACTOME_PACKAGING_OF_TELOMERE_ENDS	1.00	1.00	0.69	1.00	0.9225
BIOCARTA_GABA_PATHWAY	0.92	0.89	0.89	0.99	0.9225
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	1.00	0.97	1.00	0.72	0.9225
REACTOME_AMYLOIDS	1.00	1.00	0.83	0.86	0.9225
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	0.99	0.76	0.96	0.99	0.925
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.73	0.99	0.98	1.00	0.925
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.87	0.86	0.99	0.98	0.925
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	0.98	0.99	0.73	1.00	0.925
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	1.00	0.98	1.00	0.72	0.925
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	0.83	0.96	0.95	0.96	0.925
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	0.88	0.96	0.99	0.87	0.925
KEGG_ALZHEIMERS_DISEASE	0.92	0.88	0.96	0.94	0.925
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.72	0.99	1.00	0.99	0.925
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	0.72	0.99	1.00	0.99	0.925
BIOCARTA_PAR1_PATHWAY	0.99	0.98	1.00	0.74	0.9275
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.72	0.99	1.00	1.00	0.9275
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1	0.92	0.93	0.97	0.89	0.9275
REACTOME_IL_2_SIGNALING	1.00	0.99	0.97	0.75	0.9275
BIOCARTA_TNFR2_PATHWAY	0.89	0.91	0.98	0.93	0.9275
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	0.97	0.99	0.88	0.87	0.9275
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	0.97	0.83	1.00	0.91	0.9275
REACTOME_SHC_MEDIATED_SIGNALLING	0.91	1.00	0.87	0.93	0.9275
PID_AMB2_NEUTROPHILS_PATHWAY	1.00	0.95	0.79	0.97	0.9275
BIOCARTA_COMP_PATHWAY	1.00	0.91	0.98	0.82	0.9275
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.86	0.98	0.98	0.90	0.93
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	1.00	0.72	1.00	1.00	0.93
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	0.89	0.97	0.97	0.89	0.93
BIOCARTA_IL12_PATHWAY	0.87	0.97	0.93	0.95	0.93
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	1.00	0.99	1.00	0.73	0.93
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	1.00	0.95	0.98	0.79	0.93
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.97	0.75	1.00	1.00	0.93
REACTOME_PERK_REGULATED_GENE_EXPRESSION	1.00	0.90	0.83	0.99	0.93
BIOCARTA_ETC_PATHWAY	0.99	0.83	0.97	0.93	0.93
PID_CXCR3PATHWAY	1.00	0.95	0.97	0.81	0.9325
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	1.00	0.79	1.00	0.94	0.9325
KEGG_APOPTOSIS	0.87	0.87	0.99	1.00	0.9325
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	0.97	0.99	0.80	0.97	0.9325
BIOCARTA_VDR_PATHWAY	1.00	0.73	1.00	1.00	0.9325
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	0.76	0.98	1.00	0.99	0.9325
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.83	0.95	0.98	0.97	0.9325
REACTOME_RAP1_SIGNALLING	1.00	0.75	0.98	1.00	0.9325
BIOCARTA_FCER1_PATHWAY	0.90	0.95	0.92	0.97	0.935
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	1.00	0.78	0.96	1.00	0.935
BIOCARTA_FIBRINOLYSIS_PATHWAY	1.00	0.76	0.98	1.00	0.935
REACTOME_INTERFERON_SIGNALING	1.00	1.00	0.79	0.95	0.935
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	1.00	0.99	1.00	0.76	0.9375
BIOCARTA_CDMAC_PATHWAY	0.98	1.00	0.88	0.89	0.9375
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.90	0.89	0.96	1.00	0.9375
BIOCARTA_STEM_PATHWAY	1.00	0.75	1.00	1.00	0.9375
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.99	0.99	0.82	0.95	0.9375
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.80	1.00	1.00	0.96	0.94
REACTOME_INNATE_IMMUNE_SYSTEM	0.81	1.00	0.97	0.98	0.94
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	0.79	1.00	1.00	0.97	0.94
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.93	0.95	0.97	0.91	0.94
PID_EPHRINBREVPATHWAY	0.94	0.99	0.97	0.86	0.94
REACTOME_METABOLISM_OF_PORPHYRINS	0.80	1.00	0.98	0.98	0.94
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.99	0.86	1.00	0.91	0.94
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	1.00	0.99	0.87	0.90	0.94
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.89	0.87	1.00	1.00	0.94
BIOCARTA_CLASSIC_PATHWAY	1.00	0.78	1.00	0.99	0.9425
REACTOME_SHC_RELATED_EVENTS	0.93	0.98	0.91	0.95	0.9425
REACTOME_GLYCOLYSIS	0.99	0.83	0.99	0.96	0.9425
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.91	0.97	1.00	0.89	0.9425
PID_S1P_S1P4_PATHWAY	1.00	1.00	0.88	0.89	0.9425
PID_TCRRASPATHWAY	0.94	1.00	0.96	0.87	0.9425
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.95	1.00	0.97	0.85	0.9425
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	1.00	0.97	0.80	1.00	0.9425
REACTOME_PURINE_SALVAGE	0.90	1.00	0.93	0.94	0.9425
BIOCARTA_RANKL_PATHWAY	0.92	0.98	0.98	0.89	0.9425
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	1.00	0.90	0.96	0.91	0.9425
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.84	0.93	1.00	1.00	0.9425
PID_UPA_UPAR_PATHWAY	0.94	0.99	1.00	0.85	0.945
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	1.00	0.99	0.89	0.90	0.945
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.94	0.99	1.00	0.85	0.945
PID_S1P_META_PATHWAY	0.86	0.98	0.98	0.96	0.945
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	1.00	0.81	1.00	0.97	0.945
BIOCARTA_TOLL_PATHWAY	0.89	0.99	0.95	0.96	0.9475
PID_ALK2PATHWAY	1.00	0.98	1.00	0.81	0.9475
BIOCARTA_NOS1_PATHWAY	0.94	1.00	0.98	0.87	0.9475
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	1.00	0.80	1.00	0.99	0.9475
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.86	0.93	1.00	1.00	0.9475
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	1.00	1.00	0.79	1.00	0.9475
REACTOME_KERATAN_SULFATE_DEGRADATION	1.00	1.00	0.98	0.82	0.95
PID_PI3KCIAKTPATHWAY	1.00	0.83	1.00	0.97	0.95
KEGG_HUNTINGTONS_DISEASE	0.99	0.81	1.00	1.00	0.95
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	0.98	0.92	0.96	0.94	0.95
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	0.94	0.99	0.96	0.91	0.95
BIOCARTA_CFTR_PATHWAY	0.86	1.00	1.00	0.95	0.9525
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	0.96	1.00	0.98	0.87	0.9525
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN1_SIGNALING	0.98	0.94	0.93	0.96	0.9525
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1.00	0.99	0.99	0.83	0.9525
BIOCARTA_TALL1_PATHWAY	1.00	0.87	0.98	0.96	0.9525
BIOCARTA_ACH_PATHWAY	1.00	0.84	0.98	1.00	0.955
REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP	1.00	0.98	0.91	0.93	0.955
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	1.00	0.87	1.00	0.95	0.955
REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR	1.00	1.00	1.00	0.82	0.955
KEGG_PROPANOATE_METABOLISM	0.85	0.97	1.00	1.00	0.955
REACTOME_CS_DS_DEGRADATION	0.97	0.98	0.93	0.94	0.955
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	0.90	0.98	1.00	0.94	0.955
REACTOME_SIGNALING_BY_ILS	1.00	0.93	0.91	0.99	0.9575
PID_TCR_PATHWAY	1.00	0.93	1.00	0.90	0.9575
REACTOME_ELONGATION_ARREST_AND_RECOVERY	0.97	1.00	0.89	0.97	0.9575
BIOCARTA_IL17_PATHWAY	0.90	0.93	1.00	1.00	0.9575
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	0.86	0.98	1.00	0.99	0.9575
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	0.89	0.98	1.00	0.96	0.9575
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	1.00	0.84	1.00	0.99	0.9575
KEGG_SPLICEOSOME	0.92	1.00	0.92	0.99	0.9575
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	1.00	0.93	1.00	0.90	0.9575
PID_INTEGRIN1_PATHWAY	0.97	0.89	1.00	0.97	0.9575
BIOCARTA_MET_PATHWAY	1.00	0.99	0.87	0.97	0.9575
BIOCARTA_SALMONELLA_PATHWAY	1.00	0.84	1.00	1.00	0.96
PID_NETRIN_PATHWAY	0.94	0.99	0.95	0.96	0.96
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	1.00	0.85	0.99	1.00	0.96
BIOCARTA_IL5_PATHWAY	0.99	0.86	1.00	0.99	0.96
PID_IL12_2PATHWAY	1.00	0.92	0.94	0.99	0.9625
REACTOME_THE_NLRP3_INFLAMMASOME	1.00	0.97	0.88	1.00	0.9625
PID_CXCR4_PATHWAY	1.00	0.99	0.88	0.98	0.9625
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.97	0.98	1.00	0.90	0.9625
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	0.94	0.98	0.93	1.00	0.9625
REACTOME_RNA_POL_I_TRANSCRIPTION	1.00	1.00	0.85	1.00	0.9625
REACTOME_REGULATION_OF_IFNA_SIGNALING	1.00	0.95	0.96	0.95	0.965
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.89	0.97	1.00	1.00	0.965
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	1.00	0.90	0.97	0.99	0.965
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	1.00	0.99	0.95	0.92	0.965
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.99	0.96	1.00	0.91	0.965
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	1.00	0.98	0.88	1.00	0.965
BIOCARTA_PARKIN_PATHWAY	1.00	0.98	1.00	0.89	0.9675
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	1.00	0.95	0.92	1.00	0.9675
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.90	0.99	0.99	0.99	0.9675
BIOCARTA_DREAM_PATHWAY	0.87	1.00	1.00	1.00	0.9675
REACTOME_ER_PHAGOSOME_PATHWAY	0.99	0.89	1.00	1.00	0.97
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	0.95	0.99	1.00	0.94	0.97
REACTOME_G_PROTEIN_ACTIVATION	1.00	1.00	0.97	0.91	0.97
BIOCARTA_BCR_PATHWAY	0.93	0.99	1.00	0.96	0.97
PID_CD8TCRPATHWAY	1.00	0.98	1.00	0.90	0.97
