Gene Set	BLCA	BRCA	COAD	GBM	HNSC	KIRC	LAML	LUAD	LUSC	OV	READ	UCEC	Average AUC
REACTOME_SIGNALING_BY_NODAL	0.87590643	0.95414238	0.96836653	0.99195520	0.96526467	0.96845046	0.99184789	0.90454668	0.89302715	0.94526537	0.95781567	0.96545814	0.948503880833
REACTOME_INFLAMMASOMES	0.84963849	0.96105534	0.97224744	0.98997101	0.96920517	0.97945520	0.99477124	0.92242140	0.87722681	0.95751505	0.95448773	0.95174860	0.948311956667
BIOCARTA_INFLAM_PATHWAY	0.85885167	0.97895772	0.96877138	0.98073426	0.95706795	0.98749194	0.99477294	0.91448774	0.87906336	0.97540888	0.94203944	0.94053226	0.948181628333
BIOCARTA_IL12_PATHWAY	0.87493886	0.97191934	0.96889407	0.98295972	0.93708230	0.97599398	0.99489177	0.91098307	0.87979798	0.95280689	0.95378547	0.97388768	0.948161760833
SA_PROGRAMMED_CELL_DEATH	0.88259968	0.95048068	0.97990567	0.98468284	0.93598112	0.96658070	0.99466089	0.90590655	0.91616162	0.96579703	0.96945647	0.92534115	0.948129533333
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.91589048	0.93254907	0.97176625	0.98975135	0.96660319	0.98192564	0.98490960	0.93613601	0.90518825	0.93162089	0.94792689	0.91325558	0.948126933333
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	0.87717703	0.94571808	0.97242738	0.97536326	0.93912568	0.98588008	0.99459299	0.87321343	0.90472911	0.97908011	0.96078884	0.96843834	0.9480445275
KEGG_ALLOGRAFT_REJECTION	0.81561404	0.97204932	0.95901934	0.98508796	0.94645857	0.98779282	0.99383754	0.88022478	0.93489440	0.97263974	0.95032227	0.97775402	0.947974566667
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	0.88019670	0.94477935	0.95620855	0.99020148	0.95438538	0.98588008	0.99090230	0.93225813	0.86946740	0.96616197	0.94032708	0.96430565	0.947922839167
PID_SYNDECAN_3_PATHWAY	0.87623073	0.95391954	0.96727988	0.99440033	0.96208065	0.97154524	0.99293948	0.89359795	0.90303030	0.95351533	0.95310245	0.95184546	0.947790611667
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.86835194	0.95124475	0.96651544	0.98484308	0.96607220	0.95406027	0.99278330	0.92663252	0.87897153	0.98945641	0.95214045	0.94131409	0.947698831667
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	0.90166932	0.94011706	0.96861871	0.99374674	0.94836673	0.98893187	0.98674111	0.89991464	0.88239512	0.95467533	0.95753728	0.94933871	0.947671051667
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.90467305	0.95515958	0.96812252	0.99301032	0.96531600	0.98942618	0.98481114	0.94258261	0.88852158	0.95383368	0.94849447	0.87537565	0.947443898333
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.84380117	0.95699865	0.97513461	0.97760853	0.94720870	0.98525682	0.99459469	0.91991748	0.91634527	0.95816375	0.96437710	0.92962735	0.94741951
KEGG_STEROID_BIOSYNTHESIS	0.80433280	0.93994080	0.97864611	0.97992582	0.95999117	0.98916828	0.99425176	0.94191208	0.88420569	0.96299049	0.95836460	0.97390397	0.9473027975
BIOCARTA_COMP_PATHWAY	0.86710792	0.95636774	0.96498044	0.98859540	0.96042615	0.98549323	0.99494949	0.91391379	0.88930211	0.97042402	0.95726792	0.91795613	0.947232028333
REACTOME_LAGGING_STRAND_SYNTHESIS	0.85047315	0.94523162	0.96246814	0.98443076	0.95330463	0.97943262	0.99388337	0.91863707	0.88498623	0.96897839	0.95821068	0.96670047	0.947228094167
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK	0.90944710	0.94461757	0.94757426	0.96178361	0.97668819	0.98489147	0.99193108	0.91667378	0.89797980	0.93846501	0.93741222	0.95800520	0.947122440833
BIOCARTA_D4GDI_PATHWAY	0.79870813	0.97070924	0.98364890	0.98782837	0.95331898	0.98955513	0.99494949	0.92475459	0.89536272	0.96553657	0.95823954	0.94272120	0.947111071667
REACTOME_SIGNALING_BY_NOTCH4	0.88717703	0.92821403	0.95972137	0.98964511	0.97798092	0.98575113	0.99399881	0.88338313	0.91564265	0.95990584	0.94467532	0.93920480	0.947108345
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.84350346	0.97282432	0.95953462	0.97968094	0.95496274	0.98130239	0.99348273	0.86315265	0.92231405	0.96755324	0.94820587	0.97852656	0.947086964167
KEGG_NON_HOMOLOGOUS_END_JOINING	0.87573099	0.95008518	0.97118145	0.98482688	0.93266048	0.98248442	0.99494949	0.87347918	0.92157943	0.96498599	0.96519481	0.94775388	0.947076015
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	0.82115364	0.96567314	0.97241784	0.99329840	0.98173759	0.97842252	0.99494949	0.92080788	0.90720845	0.96490128	0.94327080	0.91873872	0.946881645833
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	0.89218501	0.94006435	0.97595114	0.98938764	0.94987079	0.98734150	0.99389186	0.92723005	0.87612489	0.89662947	0.95475709	0.97572331	0.946596425
BIOCARTA_CCR5_PATHWAY	0.84769803	0.98064130	0.95616489	0.99428150	0.95947342	0.98452611	0.99494949	0.92262057	0.87805326	0.92544452	0.95199615	0.96002631	0.9463229625
BIOCARTA_PLCE_PATHWAY	0.82650186	0.97221580	0.97126031	0.98709015	0.96992438	0.97468300	0.99401070	0.89519135	0.88227732	0.96013595	0.96648389	0.95399495	0.946147471667
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	0.87331207	0.95048609	0.95226633	0.99323899	0.95489375	0.97107243	0.99483066	0.92262057	0.90358127	0.94480303	0.92393458	0.96811215	0.946095993333
REACTOME_CGMP_EFFECTS	0.89380117	0.95493016	0.95659019	0.97960352	0.96254315	0.98755642	0.99412783	0.89046806	0.87497704	0.96481517	0.92966811	0.96332342	0.946033686667
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	0.89507709	0.95446400	0.97828215	0.98238355	0.94354474	0.98871696	0.99489177	0.85988050	0.88296602	0.96618173	0.97547860	0.92992019	0.945982275
BIOCARTA_VITCB_PATHWAY	0.82858586	0.95021955	0.96705665	0.97750050	0.95652426	0.99080163	0.99471522	0.94254797	0.90275482	0.93386706	0.95467051	0.95082667	0.945839225
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	0.86677831	0.94173098	0.97860658	0.97964854	0.96534581	0.99088760	0.99388846	0.92651871	0.81271809	0.94370264	0.97002405	0.97820356	0.945671110833
REACTOME_PECAM1_INTERACTIONS	0.87753854	0.94740420	0.95949918	0.99483066	0.93093007	0.98050720	0.99494949	0.92179542	0.86432507	0.96640620	0.95806638	0.95157454	0.945652245833
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS	0.88197767	0.94854868	0.95472403	0.99366931	0.94076116	0.98377391	0.99494949	0.92190966	0.85261708	0.97015296	0.94548341	0.95559941	0.945347230833
REACTOME_IL_7_SIGNALING	0.81964381	0.97235519	0.97223654	0.97596824	0.93506430	0.98583709	0.99494949	0.92919334	0.90036731	0.95793646	0.95108225	0.94812211	0.9452296775
REACTOME_ZINC_TRANSPORTERS	0.83160553	0.96041920	0.97406998	0.98479447	0.97046753	0.98648184	0.99494949	0.94820031	0.83847567	0.96422577	0.96873497	0.91997634	0.945200091667
KEGG_OTHER_GLYCAN_DEGRADATION	0.86602871	0.93349078	0.98282147	0.97634455	0.96805487	0.97418870	0.99489177	0.90489401	0.82809917	0.97490771	0.97531535	0.96252621	0.945130275
BIOCARTA_DREAM_PATHWAY	0.82753854	0.95901580	0.97662863	0.98756009	0.94665949	0.98190415	0.99448094	0.89388249	0.88094582	0.97092377	0.96443482	0.95752687	0.9451251175
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	0.88740564	0.95094679	0.96598645	0.98270945	0.96434399	0.99237051	0.99419913	0.91560864	0.86111111	0.94799639	0.95019721	0.92553577	0.94486759
BIOCARTA_CACAM_PATHWAY	0.89206805	0.95427266	0.96610368	0.98967392	0.97573053	0.98295723	0.99430948	0.91653151	0.80987144	0.94937072	0.95788360	0.94924871	0.9448351275
PID_CIRCADIANPATHWAY	0.90503456	0.95543215	0.96864655	0.99070023	0.96124634	0.97586503	0.99407521	0.84980794	0.88898072	0.93348651	0.95472823	0.95993769	0.94482843
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	0.78021265	0.94781230	0.97425810	0.99349466	0.92852034	0.98738448	0.99172396	0.96126049	0.92079890	0.97114490	0.95855700	0.92225923	0.944785584167
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	0.86046784	0.92442028	0.98445453	0.99368192	0.94207264	0.98766387	0.99437229	0.86022194	0.88452709	0.96157522	0.96444444	0.97914559	0.944753970833
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.87085593	0.94856107	0.94554860	0.99330741	0.91237955	0.98772835	0.99483066	0.93900982	0.89123049	0.93547790	0.94544493	0.97156230	0.9446614175
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.84664009	0.94113152	0.97502420	0.97948289	0.93832919	0.98641737	0.99459299	0.87263985	0.90045914	0.96293332	0.96230880	0.97378671	0.944478839167
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	0.86436470	0.95346973	0.97623332	0.98744486	0.95912348	0.97571459	0.99412614	0.90762555	0.85000000	0.95138245	0.96327080	0.95089109	0.944470559167
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	0.84318979	0.93309339	0.96836925	0.96977439	0.95529944	0.97623039	0.99238265	0.92597809	0.89912764	0.95493227	0.95831650	0.95489221	0.944298834167
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.87169591	0.94764457	0.97091427	0.99119538	0.95154255	0.98420374	0.99135557	0.89391094	0.87511478	0.96108464	0.94593555	0.94645718	0.94425459
PID_RHODOPSIN_PATHWAY	0.87456140	0.95146737	0.97403454	0.98384018	0.95662880	0.97756286	0.99086835	0.88104994	0.86914601	0.95279913	0.96877345	0.94886632	0.944133195833
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	0.91699096	0.94774993	0.97026677	0.97707557	0.92124855	0.97635934	0.99483405	0.88625694	0.88011938	0.97176305	0.95423761	0.93269054	0.944132724167
ST_JAK_STAT_PATHWAY	0.89771930	0.92180695	0.97499148	0.96428996	0.91468565	0.97687513	0.99494949	0.94213108	0.86469238	0.97394208	0.95369889	0.94936871	0.944095925
BIOCARTA_ACH_PATHWAY	0.88751196	0.94125468	0.97171308	0.96767857	0.93275487	0.97029873	0.99494949	0.93132736	0.90068871	0.91328308	0.95544012	0.95663875	0.943628283333
BIOCARTA_INTRINSIC_PATHWAY	0.83522594	0.94452059	0.97927998	0.93837304	0.95426228	0.99000645	0.99459808	0.94438754	0.84885216	0.96079170	0.96350168	0.96688276	0.943390183333
REACTOME_PURINE_SALVAGE	0.82693248	0.94217407	0.95324636	0.98814707	0.95140145	0.98334408	0.99477124	0.90762555	0.90362718	0.95586826	0.94467532	0.96843971	0.9433543975
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	0.81178628	0.97258961	0.97869382	0.99337403	0.94372633	0.98177520	0.99396316	0.90981647	0.85831038	0.97714391	0.95393939	0.94480627	0.943327070833
BIOCARTA_P35ALZHEIMERS_PATHWAY	0.84878788	0.96183573	0.93593151	0.99100092	0.97403047	0.97304965	0.99314489	0.93001849	0.91414141	0.95047258	0.90040404	0.94534033	0.943179825
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	0.86846890	0.93693289	0.95976070	0.98395902	0.95421609	0.97522029	0.99332824	0.90017072	0.86767677	0.96387989	0.95636364	0.95534175	0.942943241667
BIOCARTA_ARENRF2_PATHWAY	0.85810207	0.96475419	0.96346324	0.99007904	0.93842634	0.98912530	0.99494949	0.91838099	0.89797980	0.89509067	0.96379028	0.93907369	0.942767925
BIOCARTA_AGPCR_PATHWAY	0.78747475	0.97763108	0.96914080	0.99410144	0.95274494	0.97543520	0.99494949	0.92139707	0.86202938	0.95718073	0.95751804	0.96186469	0.942622300833
REACTOME_SYNTHESIS_OF_PE	0.84670920	0.94748565	0.96656170	0.97078629	0.96347960	0.97915323	0.99208386	0.91459667	0.89026630	0.93772456	0.94781145	0.95338322	0.9425034775
BIOCARTA_BARR_MAPK_PATHWAY	0.83380117	0.95500760	0.95636664	0.97271827	0.96113319	0.97249087	0.99112809	0.92068573	0.88223140	0.93899018	0.95267917	0.97221286	0.942453764167
BIOCARTA_SRCRPTP_PATHWAY	0.89557150	0.95405959	0.94522008	0.99318317	0.92273584	0.98269933	0.99494949	0.90469484	0.89531680	0.92797719	0.95250601	0.94050546	0.942451608333
BIOCARTA_LAIR_PATHWAY	0.87436470	0.94538078	0.92622037	0.98242676	0.94924380	0.98300021	0.99494949	0.96194338	0.88039486	0.96442059	0.92761905	0.91917669	0.94242839
REACTOME_OLFACTORY_SIGNALING_PATHWAY	0.89115364	0.91881746	0.93791764	0.98393921	0.92386543	0.98557920	0.99284950	0.91536492	0.90564738	0.96533539	0.92481000	0.96349428	0.9423978375
REACTOME_RAF_MAP_KINASE_CASCADE	0.90732589	0.92766704	0.95069453	0.96799726	0.95874096	0.98001289	0.98608777	0.88943195	0.89820937	0.93999746	0.93803752	0.96103505	0.942103140833
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	0.88396598	0.93662768	0.94081026	0.98938584	0.96678810	0.96888029	0.99436211	0.91192204	0.90977961	0.94581877	0.92481000	0.93191937	0.942089170833
REACTOME_INTEGRATION_OF_PROVIRUS	0.83872408	0.93398384	0.97914912	0.95933848	0.92524386	0.98044273	0.98504371	0.84624535	0.91768280	0.98680657	0.96793651	0.97841143	0.94158404
PID_CONE_PATHWAY	0.88358852	0.94527828	0.95253211	0.99039234	0.95116520	0.97932517	0.98874289	0.90896287	0.93048669	0.90922291	0.95370851	0.90007629	0.941123481667
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	0.88089314	0.95680540	0.96134762	0.99061560	0.94403875	0.97094348	0.99494949	0.92449851	0.89288338	0.94400048	0.94301106	0.88611991	0.940842235
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.86245082	0.95601648	0.97573577	0.96953672	0.91046917	0.97724049	0.99494949	0.91377152	0.86363636	0.95543485	0.95935546	0.95075129	0.940779035
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.86861776	0.92248844	0.94935727	0.99153028	0.94395792	0.98725553	0.99378151	0.92074264	0.87924702	0.93917159	0.95323713	0.93822485	0.940634328333
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	0.81471676	0.90617764	0.96433843	0.98528962	0.98128884	0.96670965	0.99317545	0.92631953	0.82897153	0.97429784	0.95866282	0.98525326	0.9404334475
REACTOME_SIGNAL_ATTENUATION	0.85028708	0.94698562	0.96736324	0.99104053	0.95180412	0.98641737	0.99465241	0.87305233	0.87121212	0.96395189	0.95129389	0.93666379	0.940393699167
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.84348219	0.89656309	0.97450483	0.96233278	0.96720097	0.97386632	0.99358628	0.88050932	0.91620753	0.97756602	0.95611352	0.94110485	0.940253141667
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.89748006	0.96762705	0.95558555	0.98029133	0.91868687	0.97242639	0.92447612	0.91744203	0.87364555	0.97853447	0.94052910	0.95539246	0.940176415
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.83358852	0.94060113	0.97056530	0.97158393	0.91106988	0.94962390	0.99232323	0.89046806	0.89522498	0.98861925	0.96486772	0.97212788	0.940055315
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	0.85995215	0.91874936	0.94554179	0.97693333	0.97211569	0.98650333	0.99106697	0.86355100	0.87764004	0.97391102	0.95951900	0.95121911	0.9397252325
BIOCARTA_MCM_PATHWAY	0.86119617	0.95364766	0.96178110	0.94248546	0.93591433	0.97586503	0.98988880	0.87289210	0.91037649	0.97438607	0.95123617	0.94585246	0.93962682
BIOCARTA_EIF2_PATHWAY	0.87314195	0.94512733	0.95923200	0.98838654	0.95778551	0.96539867	0.98263984	0.85470195	0.91593205	0.95514686	0.95152477	0.92593872	0.9395796825
SA_REG_CASCADE_OF_CYCLIN_EXPR	0.88009569	0.94871733	0.96339645	0.96952232	0.94564127	0.97605846	0.98946269	0.86892997	0.86955923	0.95785316	0.95243867	0.95273068	0.939533826667
REACTOME_REGULATION_OF_IFNG_SIGNALING	0.83351409	0.95968473	0.95242711	0.97846018	0.93522548	0.96217494	0.99494949	0.87820458	0.89880624	0.97909846	0.93291005	0.96730580	0.9393967625
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	0.82493355	0.97145237	0.96615412	0.99281766	0.95902412	0.97915323	0.98700450	0.90697112	0.85651974	0.94518208	0.95536316	0.92576237	0.939194835
BIOCARTA_RAB_PATHWAY	0.86057948	0.90408617	0.95269846	0.98388520	0.93461555	0.95966043	0.99062049	0.96191492	0.88686869	0.94829144	0.94661857	0.93986358	0.939141915
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.89741095	0.95985614	0.95772025	0.95763878	0.93312911	0.98628842	0.99494949	0.89268744	0.85932048	0.92320974	0.94092352	0.96541855	0.9390460725
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	0.85447103	0.94529140	0.94736161	0.98194962	0.96165701	0.97981947	0.98173330	0.87874520	0.91882461	0.96848428	0.91690236	0.93232278	0.938963555833
REACTOME_CS_DS_DEGRADATION	0.77125465	0.94168849	0.96343470	0.99238013	0.96087467	0.99170428	0.99228419	0.91128428	0.88062443	0.96479964	0.95165012	0.94544404	0.938951968333
BIOCARTA_TH1TH2_PATHWAY	0.83809676	0.95040501	0.95496531	0.98050379	0.96307667	0.97825059	0.99348442	0.88546024	0.88838384	0.94493592	0.92412698	0.96332342	0.938751079167
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	0.89074960	0.94611001	0.96230047	0.95886854	0.89178617	0.98194713	0.99494949	0.90000905	0.87392103	0.94344564	0.95648870	0.96334763	0.938660288333
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	0.85283360	0.90415521	0.96237135	0.99214966	0.94181211	0.98598753	0.99477124	0.84420259	0.87231405	0.98060639	0.96342472	0.96759134	0.938518315833
REACTOME_STRIATED_MUSCLE_CONTRACTION	0.85332270	0.93946745	0.95759348	0.98550928	0.95009659	0.99217709	0.99399881	0.85669772	0.84329660	0.97642674	0.95175565	0.95571256	0.938004555833
BIOCARTA_ACE2_PATHWAY	0.82836257	0.93418807	0.96860372	0.99233151	0.93991000	0.98538577	0.99364231	0.93499787	0.85238751	0.92480783	0.95342953	0.94792932	0.937998000833
BIOCARTA_CTLA4_PATHWAY	0.82255715	0.91492460	0.96619774	0.98151749	0.93511509	0.96292714	0.98314065	0.93374591	0.88948577	0.97012190	0.94499278	0.94561399	0.937528350833
BIOCARTA_CDK5_PATHWAY	0.85992557	0.92431305	0.94923186	0.98618628	0.97807529	0.97724049	0.98955437	0.87663964	0.89609734	0.93096584	0.92784031	0.95422063	0.9375242225
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	0.80671983	0.95483475	0.96566611	0.98128342	0.97515869	0.98244144	0.99400221	0.90642705	0.88484848	0.93710268	0.93744108	0.92429633	0.937518505833
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.88039341	0.90364234	0.96637495	0.98646897	0.93728045	0.97534924	0.99454376	0.85749040	0.87658402	0.96761183	0.95487253	0.94644249	0.9372545325
BIOCARTA_AMI_PATHWAY	0.83609250	0.94997648	0.96566883	0.93888799	0.93564720	0.98884591	0.99483066	0.95906957	0.85413223	0.91772088	0.94097162	0.96499413	0.9372365
REACTOME_DSCAM_INTERACTIONS	0.84886231	0.92465378	0.95870016	0.99281406	0.92222443	0.98459059	0.99483236	0.85569782	0.92323232	0.95483133	0.95603656	0.92992430	0.937200001667
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	0.80131313	0.89501743	0.97441631	0.99281226	0.98504112	0.95635074	0.99441643	0.86909945	0.84876033	0.98481813	0.95618086	0.98658041	0.937067216667
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION	0.91132376	0.92381406	0.94868114	0.97157853	0.91207650	0.93565702	0.98505051	0.89706928	0.89729109	0.94626065	0.95174603	0.96391367	0.93703852
BIOCARTA_EPONFKB_PATHWAY	0.76789474	0.94857396	0.96955384	0.97509318	0.95566429	0.98070062	0.99002971	0.89889031	0.87920110	0.97795059	0.95419913	0.94634130	0.937007730833
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.84639553	0.93123163	0.97900735	0.96701957	0.90823938	0.99050075	0.99483066	0.89105380	0.85119376	0.95394829	0.95513228	0.97411199	0.936888749167
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	0.90290803	0.94036537	0.96685206	0.97071067	0.92682122	0.96971846	0.99459808	0.87273288	0.88512397	0.94057204	0.94327080	0.92830420	0.936831481667
BIOCARTA_DNAFRAGMENT_PATHWAY	0.86793727	0.94497674	0.97564443	0.97023713	0.95105039	0.98379540	0.99342501	0.84761702	0.88126722	0.94534019	0.95524772	0.92230948	0.936570666667
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	0.83578416	0.94635264	0.96158345	0.95072472	0.92337694	0.98521384	0.99471692	0.88276548	0.90679522	0.95346688	0.95042809	0.94458972	0.936316505
BIOCARTA_PARKIN_PATHWAY	0.78730463	0.91389915	0.97001459	0.99391419	0.95488271	0.98024930	0.99177998	0.88292787	0.90381084	0.96348037	0.95582492	0.93349460	0.9359652625
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	0.83969165	0.93183438	0.94834923	0.98385459	0.94426726	0.97522029	0.99174943	0.91212121	0.84352617	0.93869724	0.95523810	0.96527738	0.935818910833
BIOCARTA_NO2IL12_PATHWAY	0.84325359	0.94794374	0.97087065	0.97618430	0.90432964	0.95531915	0.99466089	0.89497445	0.85128558	0.96535728	0.96668591	0.95825967	0.935760404167
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.90231260	0.95851210	0.97991385	0.95678832	0.86417012	0.97786374	0.99494949	0.89832124	0.90289256	0.93597772	0.96568543	0.88972127	0.93559237
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.84812865	0.95620283	0.94441037	0.96416572	0.97058564	0.98753492	0.99347254	0.88899336	0.90032140	0.89233213	0.93724868	0.94304236	0.93553655
SA_G1_AND_S_PHASES	0.89854333	0.92677794	0.93827342	0.96431517	0.96096318	0.98121642	0.99106188	0.86324635	0.87867565	0.96110158	0.91131313	0.95050505	0.935499425
PID_TCRJNKPATHWAY	0.81531632	0.93412163	0.95445958	0.97942707	0.96146989	0.96372320	0.99489008	0.86093328	0.92056933	0.95167397	0.95325637	0.93557785	0.9354515475
KEGG_FOLATE_BIOSYNTHESIS	0.84871877	0.91708101	0.98272332	0.98567673	0.92273212	0.97216849	0.99483236	0.87443635	0.86882461	0.92594864	0.95998076	0.97104103	0.935347015833
BIOCARTA_P27_PATHWAY	0.90582137	0.93009108	0.93379272	0.96999946	0.94420599	0.98424672	0.99116204	0.87382273	0.89006224	0.90858056	0.94270322	0.94907830	0.9352972025
BIOCARTA_LEPTIN_PATHWAY	0.87615098	0.93558387	0.96028708	0.97083311	0.95470775	0.98811519	0.99285629	0.91905799	0.85752984	0.86986285	0.94861953	0.94879322	0.935199808333
BIOCARTA_RNA_PATHWAY	0.84134503	0.87085832	0.95534699	0.97894993	0.94458961	0.97835935	0.97655887	0.90358515	0.87203857	0.98836584	0.95295815	0.95844972	0.9351171275
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	0.85552366	0.93375185	0.89751496	0.98498713	0.94220050	0.96501182	0.99361345	0.91214967	0.85445363	0.96350225	0.95030303	0.96804773	0.935088306667
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	0.86624136	0.94525163	0.96982238	0.96513801	0.94650026	0.96363636	0.99435702	0.89533362	0.87769198	0.95098928	0.95670996	0.88822424	0.934991341667
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	0.83817650	0.94023774	0.96011400	0.98774195	0.95528951	0.97876639	0.99494949	0.87370892	0.88471074	0.95587108	0.95594998	0.89097808	0.934707865
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	0.75172780	0.96983864	0.97607110	0.99263400	0.95296462	0.98719106	0.99303794	0.88361076	0.83847567	0.95233197	0.96649351	0.94697769	0.934279563333
BIOCARTA_IL4_PATHWAY	0.84093036	0.96469716	0.96316335	0.99162210	0.93547883	0.97990544	0.99483236	0.86864836	0.83103765	0.94211270	0.95936508	0.93927561	0.93425575
BIOCARTA_DC_PATHWAY	0.82354599	0.95894033	0.93487234	0.98232953	0.94268091	0.98600968	0.99359138	0.88417983	0.88452709	0.97798742	0.91706590	0.92416659	0.9341580825
BIOCARTA_RANMS_PATHWAY	0.84284955	0.89630055	0.96869505	0.97963953	0.96452282	0.98448313	0.97022154	0.88146740	0.89628099	0.94738369	0.95597884	0.92055151	0.934031216667
BIOCARTA_SARS_PATHWAY	0.85779904	0.93847343	0.96056380	0.98309296	0.90993376	0.98465506	0.99045412	0.87871674	0.85730028	0.93857654	0.93968254	0.96678408	0.933836029167
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.82929825	0.92193549	0.96508131	0.97389042	0.92705694	0.98179669	0.99465410	0.84084507	0.89797980	0.95778470	0.95876864	0.95623627	0.933777306667
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	0.82211058	0.94296386	0.93655584	0.95261348	0.93260785	0.95364281	0.99160173	0.91652720	0.90004591	0.98266876	0.93309283	0.93697810	0.933450745833
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	0.84891015	0.92124549	0.97190256	0.99081906	0.93559199	0.95617881	0.99141499	0.90347133	0.84100092	0.94243765	0.95898990	0.93555912	0.933126830833
BIOCARTA_BARRESTIN_PATHWAY	0.83232323	0.94758166	0.95994220	0.96804948	0.96756637	0.96799914	0.98717766	0.90233104	0.88854755	0.87412278	0.94914863	0.95153845	0.933027349167
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.81253589	0.92813755	0.96150496	0.98811466	0.93992824	0.98145283	0.99466089	0.87117655	0.87029385	0.94261104	0.95943242	0.94615033	0.932999934167
BIOCARTA_CLASSIC_PATHWAY	0.85728868	0.92971855	0.95126569	0.97023533	0.95179169	0.97575758	0.99308378	0.89658557	0.86988062	0.95443816	0.94382876	0.90073142	0.932883819167
