Gene Set	AUC
ST_P38_MAPK_PATHWAY	0.99494949
PID_NOTCH_PATHWAY	0.99494949
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.99494949
SA_FAS_SIGNALING	0.99494949
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.99494949
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	0.99494949
MODULE_21	0.99494949
REACTOME_IMMUNE_SYSTEM	0.99494949
BIOCARTA_DEATH_PATHWAY	0.99494949
PID_TCRJNKPATHWAY	0.99494949
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.99494949
BIOCARTA_PTDINS_PATHWAY	0.99494949
MODULE_6	0.99494949
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	0.99494949
REACTOME_TCR_SIGNALING	0.99494949
MORF_BUB1B	0.99494949
MODULE_117	0.99494949
MODULE_263	0.99494949
REACTOME_ZINC_TRANSPORTERS	0.99494949
MODULE_438	0.99494949
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.99494949
MODULE_191	0.99494949
MODULE_315	0.99494949
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.99494949
MORF_MBD4	0.99494949
MODULE_245	0.99494949
REACTOME_CELL_CYCLE_MITOTIC	0.99494949
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	0.99494949
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.99494949
MODULE_57	0.99494949
PID_VEGF_VEGFR_PATHWAY	0.99494949
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.99494949
KEGG_RENAL_CELL_CARCINOMA	0.99494949
MODULE_46	0.99494949
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	0.99494949
MORF_RAB6A	0.99494949
MODULE_174	0.99494949
PID_ERBB_NETWORK_PATHWAY	0.99494949
KEGG_MELANOMA	0.99494949
KEGG_VIRAL_MYOCARDITIS	0.99494949
MODULE_328	0.99494949
MODULE_247	0.99494949
ST_TYPE_I_INTERFERON_PATHWAY	0.99494949
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.99494949
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0.99494949
GNF2_MCM5	0.99494949
GCM_CBFB	0.99494949
REACTOME_KINESINS	0.99494949
BIOCARTA_FAS_PATHWAY	0.99494949
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.99494949
MODULE_457	0.99494949
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	0.99494949
MORF_UBE2I	0.99494949
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.99494949
MORF_RUNX1	0.99494949
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.99494949
BIOCARTA_41BB_PATHWAY	0.99494949
GNF2_RAB3A	0.99494949
REACTOME_INFLAMMASOMES	0.99494949
BIOCARTA_PROTEASOME_PATHWAY	0.99494949
ST_INTEGRIN_SIGNALING_PATHWAY	0.99494949
REACTOME_CS_DS_DEGRADATION	0.99494949
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	0.99494949
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.99494949
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	0.99494949
MODULE_68	0.99494949
REACTOME_INTRINSIC_PATHWAY	0.99494949
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.99494949
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	0.99494949
GCM_DFFA	0.99494949
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.99494949
REACTOME_GAP_JUNCTION_ASSEMBLY	0.99494949
GCM_DPF2	0.99494949
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.99494949
GNF2_AF1Q	0.99494949
GCM_MYCL1	0.99494949
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	0.99494949
PID_GMCSF_PATHWAY	0.99494949
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.99494949
PID_IGF1_PATHWAY	0.99494949
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.99494949
MORF_TFDP2	0.99494949
PID_TRKRPATHWAY	0.99494949
REACTOME_PERK_REGULATED_GENE_EXPRESSION	0.99494949
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	0.99494949
BIOCARTA_IL6_PATHWAY	0.99494949
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.99494949
KEGG_VIBRIO_CHOLERAE_INFECTION	0.99494949
MODULE_321	0.99494949
MODULE_537	0.99494949
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.99494949
MODULE_242	0.99494949
MORF_PPP5C	0.99494949
MORF_MAP2K2	0.99494949
MODULE_207	0.99494949
GNF2_PTX3	0.99494949
GCM_SMO	0.99494949
MODULE_254	0.99494949
GCM_ERCC4	0.99494949
MORF_CUL1	0.99494949
PID_RHOA_PATHWAY	0.99494949
MODULE_544	0.99494949
MODULE_432	0.99494949
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	0.99494949
BIOCARTA_ALK_PATHWAY	0.99494949
MODULE_154	0.99494949
MODULE_56	0.99494949
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	0.99494949
BIOCARTA_DREAM_PATHWAY	0.99494949
GNF2_SPTB	0.99494949
BIOCARTA_SARS_PATHWAY	0.99494949
MODULE_259	0.99494949
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.99494949
MORF_ACTG1	0.99494949
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.99494949
MODULE_109	0.99494949
REACTOME_G1_PHASE	0.99494949
BIOCARTA_SPPA_PATHWAY	0.99494949
MODULE_28	0.99494949
GNF2_LYN	0.99494949
MORF_CASP2	0.99494949
MODULE_307	0.99494949
MORF_CDC10	0.99494949
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.99494949
MODULE_286	0.99494949
MORF_DDX11	0.99494949
REACTOME_MEIOSIS	0.99494949
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.99494949
REACTOME_LIPOPROTEIN_METABOLISM	0.99494949
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.99494949
MODULE_198	0.99494949
PID_FRA_PATHWAY	0.99494949
MODULE_288	0.99494949
REACTOME_PHASE_II_CONJUGATION	0.99494949
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.99494949
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.99494949
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.99494949
REACTOME_MICRORNA_MIRNA_BIOGENESIS	0.99494949
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	0.99494949
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	0.99494949
REACTOME_SIGNALING_BY_ERBB2	0.99494949
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	0.99494949
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.99494949
MODULE_419	0.99494949
MORF_SOD1	0.99494949
GCM_PTK2	0.99494949
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.99494949
PID_PDGFRAPATHWAY	0.99494949
GCM_CHUK	0.99494949
REACTOME_PURINE_SALVAGE	0.99494949
PID_INTEGRIN1_PATHWAY	0.99494949
KEGG_SMALL_CELL_LUNG_CANCER	0.99494949
REACTOME_METABOLISM_OF_POLYAMINES	0.99494949
BIOCARTA_RELA_PATHWAY	0.99494949
BIOCARTA_P27_PATHWAY	0.99494949
KEGG_LEISHMANIA_INFECTION	0.99494949
PID_EPHBFWDPATHWAY	0.99494949
REACTOME_NEPHRIN_INTERACTIONS	0.99494949
KEGG_PROTEIN_EXPORT	0.99494949
PID_CERAMIDE_PATHWAY	0.99494949
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	0.99494949
MODULE_285	0.99494949
MODULE_39	0.99494949
GCM_FANCL	0.99494949
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	0.99494949
REACTOME_GABA_RECEPTOR_ACTIVATION	0.99494949
REACTOME_GPCR_LIGAND_BINDING	0.99494949
REACTOME_RNA_POL_II_TRANSCRIPTION	0.99494949
REACTOME_RAP1_SIGNALLING	0.99494949
PID_AMB2_NEUTROPHILS_PATHWAY	0.99494949
MODULE_164	0.99494949
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.99494949
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.99494949
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.99494949
MORF_PPP2R4	0.99494949
KEGG_PPAR_SIGNALING_PATHWAY	0.99494949
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	0.99494949
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	0.99494949
BIOCARTA_WNT_PATHWAY	0.99494949
ST_ADRENERGIC	0.99494949
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.99494949
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	0.99494949
GNF2_MCM4	0.99494949
GCM_BAG5	0.99494949
GNF2_UBE2I	0.99494949
MODULE_157	0.99494949
MORF_BUB3	0.99494949
PID_SMAD2_3PATHWAY	0.99494949
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.99494949
BIOCARTA_AT1R_PATHWAY	0.99494949
MODULE_108	0.99494949
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.99494949
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.99494949
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.99494949
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	0.99494949
MODULE_186	0.99494949
KEGG_ABC_TRANSPORTERS	0.99494949
MODULE_177	0.99494949
MODULE_131	0.99494949
BIOCARTA_LONGEVITY_PATHWAY	0.99494949
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	0.99494949
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	0.99494949
MODULE_454	0.99494949
MODULE_13	0.99494949
MODULE_295	0.99494949
MODULE_128	0.99494949
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.99494949
REACTOME_REGULATION_OF_APOPTOSIS	0.99494949
MODULE_366	0.99494949
GNF2_MMP1	0.99494949
BIOCARTA_AMI_PATHWAY	0.99494949
REACTOME_PROTEIN_FOLDING	0.99494949
MODULE_100	0.99494949
REACTOME_SYNTHESIS_OF_DNA	0.99494949
MORF_PPP6C	0.99494949
SA_G2_AND_M_PHASES	0.99494949
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	0.99494949
MODULE_218	0.99494949
REACTOME_RAF_MAP_KINASE_CASCADE	0.99494949
GNF2_PCAF	0.99494949
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	0.99494949
MORF_PPP2R5E	0.99494949
MODULE_519	0.99494949
MODULE_539	0.99494949
MODULE_194	0.99494949
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.99494949
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	0.99494949
REACTOME_MRNA_SPLICING	0.99494949
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.99494949
KEGG_PRIMARY_IMMUNODEFICIENCY	0.99494949
GCM_NPM1	0.99494949
GCM_FANCC	0.99494949
BIOCARTA_GABA_PATHWAY	0.99494949
MODULE_44	0.99494949
BIOCARTA_ETC_PATHWAY	0.99494949
BIOCARTA_BARRESTIN_SRC_PATHWAY	0.99494949
REACTOME_NETRIN1_SIGNALING	0.99494949
GCM_DEAF1	0.99494949
GCM_MYST2	0.99494949
MODULE_354	0.99494949
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.99494949
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	0.99494949
MODULE_378	0.99494949
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.99494949
KEGG_P53_SIGNALING_PATHWAY	0.99494949
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.99494949
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.99494949
GCM_BECN1	0.99494949
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	0.99494949
REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX	0.99494949
MODULE_324	0.99494949
REACTOME_CHROMOSOME_MAINTENANCE	0.99494949
GNF2_NS	0.99494949
PID_TCPTP_PATHWAY	0.99494949
GCM_ING1	0.99494949
MODULE_192	0.99494949
REACTOME_BETA_DEFENSINS	0.99494949
PID_IL27PATHWAY	0.99494949
PID_FOXM1PATHWAY	0.99494949
MODULE_486	0.99494949
REACTOME_RNA_POL_III_CHAIN_ELONGATION	0.99494949
SA_TRKA_RECEPTOR	0.99494949
MODULE_316	0.99494949
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.99494949
KEGG_COLORECTAL_CANCER	0.99494949
KEGG_DNA_REPLICATION	0.99494949
GCM_MAP4K4	0.99494949
KEGG_RNA_DEGRADATION	0.99494949
BIOCARTA_PDGF_PATHWAY	0.99494949
KEGG_ALLOGRAFT_REJECTION	0.99494949
PID_SHP2_PATHWAY	0.99494949
MODULE_493	0.99494949
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.99494949
REACTOME_GAP_JUNCTION_TRAFFICKING	0.99494949
REACTOME_UNWINDING_OF_DNA	0.99494949
MORF_MYL3	0.99494949
MODULE_534	0.99494949
MODULE_311	0.99494949
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	0.99494949
MODULE_297	0.99494949
MODULE_22	0.99494949
MORF_CCNI	0.99494949
BIOCARTA_INFLAM_PATHWAY	0.99494949
PID_THROMBIN_PAR1_PATHWAY	0.99494949
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.99494949
BIOCARTA_ARENRF2_PATHWAY	0.99494949
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	0.99494949
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.99494949
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	0.99494949
REACTOME_IL_6_SIGNALING	0.99494949
GNF2_KISS1	0.99494949
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS	0.99494949
MODULE_522	0.99494949
PID_P38ALPHABETAPATHWAY	0.99494949
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.99494949
PID_CASPASE_PATHWAY	0.99494949
KEGG_HUNTINGTONS_DISEASE	0.99494949
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.99494949
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.99494949
REACTOME_REGULATION_OF_KIT_SIGNALING	0.99494949
PID_AR_NONGENOMIC_PATHWAY	0.99494949
MORF_MAGEA8	0.99494949
MODULE_150	0.99494949
MODULE_474	0.99494949
KEGG_NOTCH_SIGNALING_PATHWAY	0.99494949
PID_FANCONI_PATHWAY	0.99494949
BIOCARTA_AHSP_PATHWAY	0.99494949
SA_G1_AND_S_PHASES	0.99494949
PID_IL4_2PATHWAY	0.99494949
REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION	0.99494949
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.99494949
GCM_RAN	0.99494949
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	0.99494949
GNF2_BUB1B	0.99494949
BIOCARTA_SPRY_PATHWAY	0.99494949
KEGG_PEROXISOME	0.99494949
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	0.99494949
REACTOME_STEROID_HORMONES	0.99494949
GCM_LTK	0.99494949
MODULE_76	0.99494949
MODULE_134	0.99494949
PID_REELINPATHWAY	0.99494949
MORF_CTSB	0.99494949
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.99494949
BIOCARTA_VEGF_PATHWAY	0.99494949
BIOCARTA_RANKL_PATHWAY	0.99494949
BIOCARTA_HIVNEF_PATHWAY	0.99494949
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.99494949
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.99494949
BIOCARTA_HDAC_PATHWAY	0.99494949
KEGG_ENDOCYTOSIS	0.99494949
GCM_PPM1D	0.99494949
MODULE_53	0.99494949
GNF2_TPT1	0.99494949
MODULE_211	0.99494949
MODULE_429	0.99494949
MODULE_372	0.99494949
MODULE_471	0.99494949
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.99494949
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	0.99494949
MODULE_455	0.99494949
REACTOME_GLUCOSE_TRANSPORT	0.99494949
REACTOME_NCAM1_INTERACTIONS	0.99494949
KEGG_O_GLYCAN_BIOSYNTHESIS	0.99494949
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY	0.99494949
GNF2_MYL2	0.99494949
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	0.99494949
GCM_DENR	0.99494949
GNF2_MKI67	0.99494949
BIOCARTA_AKAPCENTROSOME_PATHWAY	0.99494949
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.99494949
BIOCARTA_NKCELLS_PATHWAY	0.99494949
GCM_DDX11	0.99494949
GNF2_TAL1	0.99494949
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	0.99494949
PID_RET_PATHWAY	0.99494949
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.99494949
GNF2_HPN	0.99494949
SA_B_CELL_RECEPTOR_COMPLEXES	0.99494949
GNF2_APEX1	0.99494949
MODULE_367	0.99494949
REACTOME_PURINE_CATABOLISM	0.99494949
GNF2_RAD23A	0.99494949
REACTOME_NEURONAL_SYSTEM	0.99494949
REACTOME_MITOTIC_G2_G2_M_PHASES	0.99494949
PID_RAC1_PATHWAY	0.99494949
PID_INTEGRIN_A9B1_PATHWAY	0.99494949
BIOCARTA_CTCF_PATHWAY	0.99494949
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0.99494949
KEGG_GAP_JUNCTION	0.99494949
GNF2_MLH1	0.99494949
REACTOME_AMYLOIDS	0.99494949
MODULE_426	0.99494949
MODULE_255	0.99494949
PID_NFAT_3PATHWAY	0.99494949
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	0.99494949
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.99494949
PID_ERA_GENOMIC_PATHWAY	0.99494949
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.99494949
BIOCARTA_NDKDYNAMIN_PATHWAY	0.99494949
MORF_HDAC1	0.99494949
REACTOME_TIGHT_JUNCTION_INTERACTIONS	0.99494949
MORF_CD8A	0.99494949
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	0.99494949
REACTOME_PKB_MEDIATED_EVENTS	0.99494949
BIOCARTA_MET_PATHWAY	0.99494949
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	0.99494949
GNF2_FOS	0.99494949
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.99494949
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	0.99494949
MODULE_5	0.99494949
MORF_DCC	0.99494949
KEGG_TASTE_TRANSDUCTION	0.99494949
REACTOME_HYALURONAN_METABOLISM	0.99494949
GCM_SIRT2	0.99494949
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.99494949
PID_RHODOPSIN_PATHWAY	0.99494949
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.99494949
MODULE_265	0.99494949
MODULE_7	0.99494949
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	0.99494949
PID_FOXOPATHWAY	0.99494949
GNF2_BNIP3L	0.99494949
PID_SMAD2_3NUCLEARPATHWAY	0.99494949
GCM_SMARCD1	0.99494949
MODULE_92	0.99494949
MORF_PRKCA	0.99494949
MODULE_18	0.99494949
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.99494949
MODULE_212	0.99494949
MORF_PSMC1	0.99494949
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.99494949
GCM_TEC	0.99494949
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.99494949
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.99494949
MODULE_105	0.99494949
MODULE_312	0.99494949
REACTOME_SIGNALLING_TO_ERKS	0.99494949
REACTOME_POL_SWITCHING	0.99494949
MODULE_81	0.99494949
BIOCARTA_NGF_PATHWAY	0.99494949
MODULE_158	0.99494949
PID_TXA2PATHWAY	0.99494949
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.99494949
MODULE_439	0.99494949
BIOCARTA_GSK3_PATHWAY	0.99494949
REACTOME_SIGNALING_BY_PDGF	0.99494949
GCM_GSPT1	0.99494949
REACTOME_XENOBIOTICS	0.99494949
MODULE_133	0.99494949
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.99494949
KEGG_GALACTOSE_METABOLISM	0.99494949
GCM_PTPRD	0.99494949
ST_STAT3_PATHWAY	0.99494949
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.99494949
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.99494949
BIOCARTA_IL22BP_PATHWAY	0.99494949
MODULE_403	0.99494949
MODULE_126	0.99494949
GNF2_PCNA	0.99494949
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	0.99494949
PID_INTEGRIN_CS_PATHWAY	0.99494949
GCM_NUMA1	0.99494949
REACTOME_MTORC1_MEDIATED_SIGNALLING	0.99494949
MORF_IL16	0.99494949
MORF_PDCD1	0.99494949
GCM_SUPT4H1	0.99494949
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0.99494949
BIOCARTA_D4GDI_PATHWAY	0.99494949
BIOCARTA_IL5_PATHWAY	0.99494949
MODULE_75	0.99494949
REACTOME_POTASSIUM_CHANNELS	0.99494949
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	0.99494949
MODULE_532	0.99494949
GNF2_ZAP70	0.99494949
MODULE_111	0.99494949
KEGG_MAPK_SIGNALING_PATHWAY	0.99494949
MORF_RFC1	0.99494949
MORF_FSHR	0.99494949
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.99494949
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	0.99494949
PID_IL8CXCR1_PATHWAY	0.99494949
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.99494949
BIOCARTA_CSK_PATHWAY	0.99494949
PID_LYSOPHOSPHOLIPID_PATHWAY	0.99494949
PID_BETACATENIN_DEG_PATHWAY	0.99494949
PID_FAK_PATHWAY	0.99494949
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	0.99494949
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC	0.99494949
MODULE_573	0.99494949
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	0.99494949
BIOCARTA_TALL1_PATHWAY	0.99494949
MORF_SMC1L1	0.99494949
MODULE_52	0.99494949
BIOCARTA_CHREBP2_PATHWAY	0.99494949
GNF2_TST	0.99494949
GNF2_CD14	0.99494949
KEGG_BLADDER_CANCER	0.99494949
GNF2_FEN1	0.99494949
GNF2_CASP1	0.99494949
MODULE_1	0.99494949
SA_PTEN_PATHWAY	0.99494949
MODULE_60	0.99494949
GNF2_ITGB2	0.99494949
BIOCARTA_G2_PATHWAY	0.99494949
MODULE_24	0.99494949
MORF_RAB5A	0.99494949
MODULE_261	0.99494949
GNF2_ESPL1	0.99494949
GCM_SMARCC1	0.99494949
KEGG_SULFUR_METABOLISM	0.99494949
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.99494949
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.99494949
PID_ECADHERIN_STABILIZATION_PATHWAY	0.99494949
BIOCARTA_G1_PATHWAY	0.99494949
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.99494949
MODULE_204	0.99494949
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.99494949
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	0.99494949
KEGG_ECM_RECEPTOR_INTERACTION	0.99494949
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.99494949
MODULE_308	0.99494949
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.99494949
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	0.99494949
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	0.99494949
MODULE_402	0.94545455
BIOCARTA_LYM_PATHWAY	0.94545455
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.94545455
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	0.94545455
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	0.94545455
REACTOME_THE_NLRP3_INFLAMMASOME	0.94545455
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.94545455
BIOCARTA_GRANULOCYTES_PATHWAY	0.94545455
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	0.94545455
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	0.94545455
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	0.94545455
BIOCARTA_ECM_PATHWAY	0.94545455
MODULE_190	0.94545455
BIOCARTA_IL17_PATHWAY	0.94545455
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.94545455
BIOCARTA_CTLA4_PATHWAY	0.94545455
MODULE_571	0.94545455
BIOCARTA_LAIR_PATHWAY	0.94545455
BIOCARTA_EPHA4_PATHWAY	0.94545455
MODULE_445	0.94545455
REACTOME_KERATAN_SULFATE_DEGRADATION	0.94545455
